formula,target
Br0.8 Cl0.2 K1,0.250201212
H1.24 Ca10 O25.92 P6 Zn0.3,0.100418424
F1 Na3 Nb12 O31,0.094094479
Hg1 Na3,0.722543383
Ag0.333 Ga0.333 Ge0.667 S2,0.329547252
O8 Te3.12 Ti0.88,0.030907584
H4 Fe3.578 O9 Si1.422,0.066805985
Ca2.09 Mg0.66 Na0.91 O8 Si2.34,0.167752982
Al1 Eu1 Si1,0.46209812
Na0.96 O44 P4 W12,0.0361601
F8 Fe2 O1 Ti1,0.420521455
Cu2 Eu0.25 In0.5 Yb0.25,0.34657359
Ba0.13 Cu1 La1.87 O4,0.068716886
Ba0.133 Ca0.133 Mn1 Nd0.6 O3 Sr0.133,0.222332552
Ag0.29 Bi0.29 Ge0.43 Se0.58 Te0.43,0.872327585
La9.33 O26 Si6,0.080083239
Cr0.1 Eu0.05 La0.65 Mn0.9 O3 Sr0.3,0.223214065
Co0.86 Sb1 Zr1.14,0.134987828
Pb0.7 S0.3 Se0.7 Sn0.3,0.610864302
Ce1 Ge1.54,0.424627041
Co0.75 Cr0.25 Fe1.75 Mg0.25 O4,0.438714519
Cl1 Cu1 S0.94 Te1.06,0.056741881
Ba1 K4 O26 Si4 Ta6,0.093114566
Cr1 F6 K3,1.247664925
Ba0.6 Co2 Fe16 O27 Sr0.4,0.150223646
Co1.006 Mg0.994 O4 Si1,0.176650609
Ag1 Cd2 Ga1 Se4,0.173286795
Al2 B2 Ca0.5 Na1 O7,0.121614233
Co1.75 Ni0.25 Se2 Tl1,0.150708065
C1 Ca0.995 Mn0.005 N2,0.007869766
Cu0.14 Fe0.2 Mn0.66 Na0.67 O2,0.530835441
Cr1 Nd2 Ni1 O7.392 Sr2,0.441116211
Fe1.72 Na2.56 O12 S3,0.095121482
Ba1 Fe0.25 O2.888 Ti0.75,0.186786343
Ag1 Ga1 Ge1 S4,0.305153508
Al10.68 Cr1 Ge1.32,0.319860311
Al10.064 Re2 Tb0.936,0.014714116
Li0.9 Mo6 O17,0.013601798
Fe4 Ta1 Ti1,0.23104906
H6.31 Al3 Bi0.49 Ca0.23 O14 P1.8 Si0.2 Sr0.28,0.06439237
Fe1.12 Mo0.88 O6 Sr1.87,0.157299382
Bi3 Cl0.2 Cu0.8 O3 Se1.8,0.099111826
Ba1 In0.8 Mn0.2 O2.6,0.25509002
In0.209 Mo15 S19,0.022243177
Al4.2 Ca2.1 Fe4.82 Mg1.19 O20 Si1.6 Ti0.09,0.134891148
Ca8 Dy1 O28 P7 Zn1,0.199414265
Er1 Ge3 Ni0.61,0.145064661
La7 Nb3 O30 W4,0.086765846
Ca0.5 Cr0.05 Mn0.95 O3 Pr0.5,0.178332485
Ag2 Co1 O2 Se2 Sr2,0.020033316
As1 F0.26 Fe1 O0.6 Sm1,0.24144827
Dy1 Ge1 Pd1,0.46209812
Se1 U0.7 Y0.3,0.305432151
Ag10.7 Al12 K1.3 O48 Si12,0.316518608
Ba1 O1.76,0.265887675
Fe2 Si2 U1,0.288723821
Ga1 Ge5 Lu1 Mn6,0.177649928
Gd6 Ge4.33 Sb11.67,0.114395092
Ce0.41 Nd0.59 O2,0.225619516
Ga3 Nd1 Ni1,0.277258872
Fe1 Mo1 O8 Sr4,0.099021026
Cr1 Gd1 Mn1 O7 Sr2,0.274595247
Fe0.82 K0.85 Mg4.18 Na0.29 O30 Si12,0.065666915
Bi10 Fe6 O38 Ti7,0.449034496
Ba2 Br0.61 Cl0.39 N1,0.166731292
Co0.41 O3 Yb1.59,0.202837496
Mn2.077 O3.2 S0.2 Zn0.923,0.425446607
Eu0.02 Na0.98 O6 Sc1 Si2,0.009803911
Al6 Ho1 Mn6,0.213276056
C1 Fe20 Si2 Sm2,0.200877172
Li0.5 Te2 Ti1,0.198042052
Na1 O24 S2 Si6 Sm9,0.052918757
C1 Co1 Fe13 Nd2,0.177303605
Ba1 La2 S8 Si2,0.146834508
Ba2 Cu3 Nd0.95 O7.035 Pr0.05,0.044725439
Ag0.33 Cd0.34 In0.33 Te1,0.549256309
C2 Fe14 Ga3 Y2,0.254046066
H9 Al10.144 Ca19 Fe1.821 Mg1 O78 Si18,0.042207379
Al2 Mg0.85 Ni0.15 O4,0.29929713
La1.33 Mn0.44 Na0.44 O6 Ti1.56,0.298450533
Fe0.1 O2 Sn0.9,0.108360991
In1.5 Sn0.5,0.562335145
H4 B1 Co0.12 N1 O8 P2 Zn0.88,0.021583823
B4 Ba3.06 Bi0.33 Eu1.61 O12,0.189772943
Al2.5 Mg1.25 N3 O3 Si1.25,0.966368016
B4 Rh3.4 Ru0.6 Tb1,0.187870706
H4 F12 Nb2 O4 Sr3,0.110615376
Ga1 S8 Ti2 V2,0.215697522
Co0.33 Li1 Mn0.33 Ni0.334 O2,0.326581092
Ce0.09 Gd0.13 La0.5 O4 P1 Pr0.15 Sm0.13,0.229719018
Al69 Ta39,0.038508177
Ho0.22 Nb0.4 O4 Ta0.6 Y0.78,0.199986605
Ca1 Li8.84 Sn6.16,0.027479367
B1 Co2 Fe11.6 Gd2 Mn0.4,0.351074195
Al1 Ca3 Fe1 O12 Si1 Zr2,0.164776976
Fe1.15 Li0.7 Mn1.152 O4,0.465412267
C0.275 N0.218 Ta1,0.690869541
Co0.6 In2 S4 Zn0.4,0.096144524
Bi0.85 Fe1 La0.15 O3,0.084541818
Re0.9 W0.1,0.325082973
Cr1 O6 Re1 Sr1.74 Y0.26,0.172906205
Ba1 Fe0.2 O2.9 Zr0.8,0.190911056
Al0.99 Cu0.01,0.056001534
C2 H0.5 Dy0.5,0.23104906
Fe0.318 Mg1.682 O4 Si1,0.125140848
Ca8.7 Li0.8 O28 P7 Sr1.4,0.09459161
Ga2.49 Ni0.51 Ti1,0.34191466
Al1.925 F2 K0.9 Li1.1 Mn0.36 O10 Si3.375,0.285726441
La1.86 Ni0.87 O5.93 Ti1.13,0.158882808
Al0.426 Ca0.631 Fe0.295 Mg0.662 Mn0.004 Na0.163 O6 Si1.777 Ti0.042,0.279366285
Au0.06 Co0.03 Ir0.24 Pd0.16 Pt0.28 Rh0.23 Te2,0.534726067
S1 Sm0.75 Yb0.25,0.281167572
Al0.09 Ca0.74 Fe0.45 Mg0.76 Mn0.01 Na0.02 O6 Si1.91 Ti0.02,0.18234487
H16 Al6 O28 P4 Zn0.927,0.004757784
Ca0.6 Fe1.6 Na0.4 O4 Ti0.4,0.239116645
Al1 Eu1 Ge1,0.46209812
Al5.004 Fe3.004 Ge4 O20,0.162975018
H2 O4 P1 Rb0.7 Tl0.3,0.076358038
C36 H88 Cu1 K4.5 Mo3.626 N12 Na1.5 O92 Si2 W20.374,0.043337027
Gd1 In1.1 Ni0.9,0.093935353
Ca1.8 Ge6 La8.133 O26,0.078662814
Ag0.03 Mg0.97,0.134742168
Co5.2 Mo6.5 Si1.3,0.303520226
In3.07 Lu13.93 Pd3,0.011891734
Co1 Li1 Na1 S2,0.277258872
B6 Ca0.2 Er0.8,0.071486061
Li0.977 N4 Ta3.023,0.118013151
Co1 O2.73 Sr0.8 Tm0.2,0.099381075
Au4.08 Ca1 Zn1.92,0.047984042
Nb3 Re2,0.269204667
Ni8 Sn16.33 Tb3,0.016908091
Ag0.6 Al1.4 Y1,0.403210683
Al45 Ir13,0.011950813
C32 H34 N1 Nd1 O33 U4,0.03960841
Gd0.468 Ho0.01 O4 Pr0.002 Ta1 Y0.47 Yb0.05,0.153079076
Co0.16 O1 Sb0.17 Zn0.42,0.327932423
B0.02 Ni3 Si0.98,0.024509778
Ga30.75 Mo6,0.023785969
Cl2.31 Nd1,0.089137533
Al9.94 Ba1 O17 Zn1.06,0.085558806
Cr1 P2 W1,0.34657359
Al3.982 Fe1.03 Mg0.988 Na0.037 O18 Si5,0.056725851
C1 Nb3 Ni1.5 V1.5,0.160667184
H2.12 Ca0.84 La0.16,0.341641191
Cu0.3333 Ga0.3333 Ni0.3333 Se0.9999,0.13732788
Cd1 Dy4 Se7,0.158544659
Ag2 Cd1 S4 Sn1,0.519860385
Cr0.1 Fe1 Ga0.9 O3,0.256010977
Al1.6 Eu0.02 N0.42 O6.58 Si1.4 Sr1.98,0.295600124
Cd1 Te2 Zn1,0.34657359
Ga0.82 Ni1 Si0.18,0.235696743
N3 Ta1 Zr1,0.277258872
Al0.525 Fe1.475 Tb1,0.383650654
Mo0.26 Pt0.74,0.573056917
Fe1 S14 Si2 Y6,0.060273668
Co0.7 Fe2 Mg0.3 O4,0.341460053
Fe1.013 Se0.32 Te0.68,0.345872363
H2 Al2.02 Ga0.92 Ge3.06 K0.96 O12,0.177782341
Al0.18 Cu3 Fe0.82 K3 O18 S4,0.016254948
Al7.37 Ca1.52 Cl1.9 Na6.32 O48 Si16.75,0.196288108
Ba1.7 Ca0.2 Cu3 La0.3 O7 Y0.8,0.210162689
B2 Fe0.84 Rh2.58 Ru2.58 Zr2,0.401630933
H2 Ga3.32 Ge1.88 K0.8 O12 Si0.8,0.253007807
Cu22 S32 Sn10,0.119303038
Fe17 N2.6 Pr2,0.054451396
Ag0.89 Ba1 Cu1.11 Te2,0.222741275
B0.04 Co0.1 Li0.96 Mn0.1 Ni0.8 O2,0.308329846
C0.25 H6.25 Fe0.5 Mg1.5 O5.875,0.306816151
Ca1.22 Cd0.78 O7 V2,0.121590561
Ca2 Fe0.18 Nb0.29 O16 Ti1.5 Zr5,0.086276464
Ba1.334 Bi1.2 O5.766 Pb0.133 Sr1.333,0.336823312
Cs0.212 O2.74 W0.874,0.440001123
Li1 Mn0.6 Ni0.5 O4 Ti0.9,0.373934648
Fe0.1 Nb0.1 O2 Ti0.8,0.21301062
Fe1 P1 Rh1,0.46209812
Ca2 Fe0.88 Ga1.12 O5,0.126793622
Os0.8 Ta1.2,0.149956039
La10 O0.5 S14.5,0.027725887
C2 Fe15 Ga2 Ho2,0.345566729
B8 K3 Na1 O14,0.050262938
Hf1 Si1 W1,0.46209812
Na0.5 O7 Sb1 Sm1.5 Ti1,0.228269514
Co5 Eu2 Ge3,0.224934058
Ba8 Ge42.74 Rh1.2,0.133500922
Cu2 Gd0.87 O8 Ru1 Sr2.13,0.450063196
Ba10 O30 Ta7.04 Ti1.2,0.12429346
Pb1 Sn1 Te2,0.34657359
Cu0.15 La0.7 Mn0.85 O3 Sr0.3,0.206714678
Ag3 Bi4 Cl3 S6,0.327273988
Eu0.5 S1 Sr0.5,0.34657359
Al14.52 K14.52 O48 Si9.48,0.353769748
Ce0.504 O1.988 Pr0.496,0.256516418
Ba8 Ge42.19 Pd3.81,0.072915652
Au3 P7 Sn1,0.119896761
Mo0.2 S2 Ta1,0.156375757
Bi0.1 Mn0.9 O3 Pr0.6 Sr0.4,0.199618928
Al1.4 In0.6 O12 W3,0.071866388
Fe11.5 Mn11.5 Y6,0.549737419
Hf1 S1 Te1,0.46209812
Ca1.03 Cu2 La1.97 O6.02,0.116509667
Ga2.66 S3.99,0.382726538
C2 Ho0.75 Y0.25,0.187445048
As1 Fe1.6 Mo0.4,0.224337222
Cr1 Li3 Mo3 O12,0.100026096
Fe0.25 Sc1 Si1.75,0.187445048
Nb0.024 Ru0.976,0.113222503
Ca3 Co1.5 O6 Sc0.5,0.06301338
Ag0.84 Ge1 Nd3 S7,0.070423562
Bi2 Cu1 La0.8 O5.96 Sr1.2,0.730326107
Cu1 La2 O6 Ti1,0.138623036
La2 Mn1 O2 Se2,0.049510513
Eu0.1 Hf2 La1.9 O7,0.036093681
Ba0.94 Ca0.06 O3 Ti0.94 Zr0.06,0.090787009
Bi4 Fe2 Se8,0.16772318
H1 Cd1 Cu1 O5 V1,0.040769443
Fe1.85 Mn0.67 O4 Zn0.18,0.205361548
Hg3 O6 Se1,0.277258872
Nb2.919 Sn1 V0.081,0.093115479
Al1 Nb3 Sn1 V3,0.693147181
Co9.92 Nd1 Ti2.08,0.213029836
Cu3 Nd0.88 O8 Pb2 Sr2.12,0.236100231
Cl4 Cr0.09 Mn0.91 Rb2,0.043219689
Ba8 Ga11.3 Si34.2,0.358065447
Al92 In88 O384 Si100,0.178732467
La0.8 Ni1 O8 Ru1 Sr3.2,0.241993147
Fe1 Mn1 P0.75 Si0.25,0.207222712
Al0.38 Ga0.62 N1,0.332032063
O1.91 Sc0.18 Zr0.82,0.288122254
C5 N4 O3 Pt1 Tl4,0.244640181
I1.7 O24 Pb9.85 V6,0.611654991
Mn2.1 O4 Sn0.9,0.046440425
Ba2 Cu3 Na0.07 O7.006 Y0.93,0.022321766
Bi1.81 Cr1.15 O7 Sb1.04,0.524817019
Cr0.333 O6 Tl1 W1.667,0.100243842
Ce0.7 Cu2.75 Mo0.25 O8.71 Sr2 Y1.3,0.219137975
Cr0.96 S1 Ta5.04,0.195707154
B3 Li1 O9 Sr1 Y2,0.086643398
B1 Ir4.3 Pd1.7 Sc2,0.401434455
Cs0.5 Fe2 Rb0.5 S3,0.11552453
Ca2 O8 Pb1 V2,0.14684157
Cr1.33 Fe0.33 Ni0.34 U1,0.579886773
Bi3.55 Cs1 Na0.39 Te6,0.143889956
Ba1.9 Cu2.5 Fe0.5 La1.1 O7.13,0.34278319
Al31.5 Fe3 Th4,0.047195253
Os0.5 Ta1.5,0.187445048
As9 Ca4 Rh12.8,0.041465365
C60 Cs1 K2,0.660140172
Zn38.92 Zr5,0.006291444
Al1 Hf1 Mn1,0.46209812
Ba2 Cu3 O7 Tm1,0.056449999
Ga5 Gd2 O12 Tb1,0.09544243
Al4 Fe13 Ho2,0.434866235
Li2.96 O12 P3 Sc1.8 Zr0.2,0.208678695
H1 Ca0.98 Fe2.28 Mn0.74 O9 Si2,0.043187027
Au1 Ce1 In0.64 Mg0.36,0.217806065
Bi3.2 O10 Sb0.8 V2,0.644960991
Ga1 In1 O4 Zn1,0.198042052
Cu0.76 Si0.06 Zn0.18,0.686040363
Ba2 Co0.38 Cu2.62 O6.91 Y1,0.168969407
Fe10.8 Sm1 Ti1.2,0.187958247
F0.65 Li1 O4.35 P1 V1,0.08093083
Co1 Nb1 Sn1,0.108360991
Ba2 Co1 O6 Re1,0.013139595
Cu1 Mn1 Rb1 S2,0.277258872
Al0.8 Cu0.4 Mn0.8,1.054920168
Al0.812 Cr1.188 O5 Si1,0.16540666
Al0.41 B1 Fe0.6485 Mg1.92 O5 Ti0.02,0.109954133
Fe0.485 K1.928 O12 P3 Ti1.515,0.07423471
Ba0.282 La0.718 Mn0.94 O3 Sc0.06,0.27920246
Ba1.1 Cu3 Nd1.9 O7.075,0.077324113
Ge1.5 Tm1,0.449868116
C0.0667 Mo0.667 Re0.667 Ru0.667,1.202818359
Lu0.8 Nd1.2 O6 W1,0.055600269
Cs0.31 K0.69 P1 Se6,0.077586445
Ca0.81 O4 Sm0.096 W1,0.104624179
Nd1.75 O12 W3 Y0.25,0.044325901
Fe4 Si9 Y2,0.092419624
Ce0.5 In0.5 Se2 Tl1,0.173286795
H1.55 Zr1,0.418167718
Co1 Fe1.4 In0.6 O4,0.422699777
C1 H2 B5 Ca2.09 Na1.41 O13,0.009620275
B20 Ba2.5 Br1 O34 Rb4,0.045082743
Al8 Ce1 Co1.38 Ni0.6,0.104551376
Ba1 Fe2 Gd1 O5.113,0.077415112
Gd1 Ge1 Ti0.85 Zr0.15,0.140903029
Bi3 Cl1 O11 Pb1 Sr1 Ta2,0.169148518
Co1 Fe1.2 In0.8 O4,0.436758955
O1.9 Sc0.2 Zr0.8,0.309459624
Fe1 Li2 Se2,0.277258872
Cr1 F6 Zn1,0.173286795
Al0.5 Ni1 V0.5,0.34657359
Fe10 Si2 Sm0.7 Zr0.3,0.467807604
Na1 O6 Sc1 Si2,0.138629436
Ca0.79 Fe0.21 O3 Si1,0.077302153
Li0.05 Mn2 O4,0.032812437
Ba2 Cu2.97 Fe0.03 La1 O6.8,0.123411786
K0.3 O3 Ta0.075 V0.075 W0.85,0.196043328
K2 O7 P2 Pd1,0.057762265
Ca0.5 Te2 Tm1,0.198042052
Bi0.825 Cu1 O1 Pb0.175 Se1,0.11593161
Ir0.9 Ta0.1,0.325082973
Ge2.1 Mn5 Si0.9,0.229074113
C3 H8 Br0.77 Cl3.23 Cu1 N2 O1,0.028509563
F31 Na7 U6,0.034038761
Ca1 Cu2 Hg0.66 O7.09 Re0.34 Sr2,0.361873485
Eu0.662 Mo1 Na0.015 O4,0.123496041
Al2.5 Cu0.5 Zr1,0.338322966
H2 O1,1.155245301
Ba2 Cu3 Er1 O6.8,0.039093939
Co0.95 Mn0.05 Si1,0.099257622
Bi3.4 K1.8 N4 O16,0.120510305
C2 Al1 Ta1.8 Ti1.2,0.336505834
Co1 Cu3 K2 S4,0.224934058
C9.9 B7 Y10.1,0.011119188
Al5 B1 N20 Si9 Sr3,0.214236641
Fe1 Sb1.8 Te0.2,0.216721982
Eu0.96 Fe4 Sb12,0.010457773
B2 Rh3 Tb0.5,0.1088058
Cd1 Cr2 S0.8 Se3.2,0.285944242
La1.85 O7 Ti2 Y0.15,0.048433539
Mn0.5 S2 Zn1.5,0.281167572
Fe1 Mo1 Na0.17 O6 Sr1.83,0.146427759
B12 O57 Yb26,0.056510557
Ca0.082 Mg0.061 Mn4.857 O15 Si5,0.020533493
Cd0.174 Cu2.55 Ge1.276 Se4,0.213547349
Cu1 La1.95 O4.13 Sr0.05,0.235693499
Ag1.01 Ca1 Mg0.99,0.028707296
Co0.5 Gd3 Ni0.5,0.173286795
Cr0.75 Os0.25,0.562335145
Fe1 Si3 Th2,0.374890096
Ca4 La5 Nd1 O26 P2 Si4,0.270792435
Al0.205 Fe0.281 Mg0.719 O3 Si0.795,0.220230311
Br8 P22 Sn16.8 Zn7.2,0.487102996
Al3.9 Fe10.1 La6,0.125836581
Nd9.35 O26 Si6,0.043009553
Na0.799 O4 Ti2,0.073802853
Li1.333 O4 Ti1.633 Zr0.033,0.152617109
Ca0.181 O3 Si1 Sr0.819,0.094678103
S1 Sm0.75 Y0.25,0.281167572
Ca9.19 Fe0.69 Mg0.31 Na0.49 O28 P7,0.036094571
Cu1 La1.308 O3.938 Sm0.692,0.225752817
Ca0.5 Cr0.01 Mn0.99 Nd0.5 O3,0.149829743
C0.88 Dy2 Fe17,0.091270024
Na1 Sb1 Te2,0.34657359
Cl0.75 N1 Rb0.19 Ti1,0.30333775
Ca9.55 O28 P7 Yb0.628,0.050719142
Fe4 Li8 O39 Pr18 Ru1,0.20668867
In0.08 Tl0.92,0.278769372
Cu0.46 Nb6 S2.54,0.076660418
Ba1 O2.96 Pr0.6 Zr0.4,0.178318436
Ni9 Ti2 Zr1,0.159070717
O4 Ti0.167 Zn2 Zr0.833,0.26225443
Cd0.95 Te1 Zn0.05,0.099257622
Ce1 Si4 Th1,0.23104906
B7 Cl1 Li4 O12,0.180365922
Fe0.1 Lu1 Sn2,0.104865475
Ba1 Mn1 O2.91,0.074992477
La1 S1.47 Se0.53,0.301482145
Fe1 Mo1 N0.822 O5.178 Sr1.95,0.362124594
Co0.1 Mn0.9 P1,0.162541487
Co0.17 O1 Zn0.83,0.227943107
Ni0.5 Sb2 U1,0.198042052
Cl12 In1.71 Sn5.14,0.153047336
Cd1.333 Na0.3333 O4 V1,0.164800757
Ba2 Cu2 Mo0.4 Nd1 O8 Ti0.6,0.048072262
Ba1 In2 K1 O12 P3,0.070654597
Ag0.25 In0.25 Te1 Zn0.5,0.519860385
Ni3 Ti0.9 Zr0.1,0.081270743
Co0.1545 Fe0.1545 Li0.36 Ni0.721 O2,0.481601576
C4 H16 Br0.61 I0.39 K1 N8 S4,0.0197333
As1.77 Ba1 Fe2 P0.23,0.142737207
Ag0.24 Ga1 Li0.76 S2,0.138911738
Ca1 Eu1 S2,0.34657359
Ir1.14 Ta0.86,0.202481743
Ga3 Ni3 Zr1,0.594126155
Bi0.1 O4 Pr0.9 V1,0.054180496
Ca1 Ce2 Te4,0.272692658
Dy8 O0.39 S13.61 Sn1,0.029076004
Ba1 Fe11.04 O23 Ti2.96,0.167412615
As2 Ba5 O12 S2,0.090897553
Co0.14 Ni0.86 S1 Sb1,0.134987828
Ca1 Mn0.965 Mo0.035 O3,0.030342896
Hg0.5 In0.5 Te1,0.34657359
B4 Hf0.55 Ta2.45,0.098305545
S1 Se1 U1,0.46209812
Ca2.35 F1 O12 P3 Pb2.65,0.051845871
K9 Na23 Tl15.3,0.013088809
H1 Ba1 Cr1 O2,0.511553247
H2 Mg6.19 Na1.62 O24 Si8,0.04391765
Ca5.45 Li0.3 O28 P7 Sr4.9,0.161337928
Co2.4 Mn0.6 O4,0.174532658
H18 O10 Sr1,0.047803254
Ba1.6 Ca1 O6 Sr0.4 W1,0.100080485
Mo6 Se8 Zn1,0.119556066
Cr1.9 Fe0.1 O4 Zn1,0.056718641
Nd1 Sb2 Zn0.61,0.184743814
Na0.611 O4 Ti2,0.101088893
Bi2 Ca0.4 Cu1 O6 Sr1.6,0.090982259
Co0.1 Fe0.9 K0.95 La1.05 Mo1 O6,0.170887629
C2 H24 Al1 Ce0.54 La0.2 Nd0.26 O24 S2,0.018608653
Nb0.5 Ni1.5 P1,0.23104906
F0.38 Gd8.81 Na1.19 O25.62 Si6,0.089229772
H28 K0.956 Mg2 Na0.954 O22 P2,0.009422361
Ba1.5 Cu3 Nd1 O6.96 Sr0.5,0.202358618
Al1 Ge1 Sm1,0.46209812
H14 Al13 Cl1 F4 O34 Si5,0.3226223
Ag0.2 Fe1 La0.8 O3,0.100080485
Pd2 Si1 Tm2,0.277258872
B8 K2.2 Na1.8 O14,0.062166743
C36 H108 Cl3 N18 Nd1 O18 P6,0.668471414
Al1.34 Cr0.66 Se3,0.128207096
Ba1 Mg1 O16 Ti7,0.176018226
C16 F8 N8 O196 P48 Zr32,0.203646248
Li1 O12 P3 Zr2,0.008363218
Fe0.6 O4 Ti0.525 Zn1.7 Zr0.175,0.419786695
Ga6 Ir7.95 Nb13.05,0.493972211
Nd0.9 Ni1 O4 Sm0.6 Sr0.5,0.30488397
Fe16 Ga1 Sm2,0.142451775
Ga1.77 Ni12 Pu8 Si18.23,0.105885533
As7 Er2 Rh12,0.066014017
Al5.36 Pd15.24 Zn83.12,0.139474549
As1 Mn0.97 Mo0.03,0.067371084
Cu1.9 Gd1 O8 Ru1.1 Sr2,0.325422398
As4 Cu10.5 Fe1.5 S13,0.259754964
Fe1 Mo1 Nd0.1 O6 Sr1.9,0.039703049
Ca9 Ho1 O28 P7,0.063751763
Ga1 Mn1 Pr1,0.46209812
Ba1.695 Bi2 K1.305 O7,0.10769996
Gd0.952 O2.928 Sc1,0.102995266
Cu3 La0.67 O12 Ti4,0.032240907
S16 Ti9.2,0.134193361
B2 Mn1 O10 Zn5,0.077016353
C0.5 B0.5 Fe14 Y2,0.040773364
Ba1.61 Cu3 K0.39 O7 Y1,0.18254454
Be16 Re0.92,0.168779349
B1 Fe0.9 V0.1,0.162541487
Ca0.8 Gd0.9 Nb1 O7 Sn1 Sr0.2,0.330098543
Co0.89 Fe1.11 Pr1,0.458056614
Ni2.76 Se1 Te1,0.570256852
As3 Bi3 Pb10 S19,0.103875284
C1 Al1 Nb1 V1,0.34657359
Li1.333 Mn1.333 O4 Ti0.333,0.248004612
Fe16.78 Gd2 Ti0.41,0.101494898
Fe2 K1 O12 P3 Pb1,0.072962861
Ga1.2 In0.8 Se3,0.269204667
Al0.19 Ca0.88 K0.12 Mg0.83 O6 Si1.98,0.093481427
Ba0.36 Be1 Nd2 O5 Sr0.64,0.226634728
Cu0.4 La2 Ni0.6 O4.14,0.389914596
Pb4 S13 Sb6,0.109523785
Ca0.05 Cu1 O2.54 Y0.95,0.285542449
Cr1 I6 Tl4,0.25205352
Ba8 O17.5 Pt4 Sc3,0.070737071
Al4.896 Ca0.204 Eu0.024 O12 Ta0.096 Y2.772,0.063832878
Ba2 Cu1.11 O6.18 Tl1.89,0.57483194
Ce0.28 Fe2.45 Ni1.55 Sb12,0.20038663
As2 Cl7 Cu1 O6 Pb6,0.06301338
Fe1 Ge2 Li0.9 Na0.1 O6,0.032508297
Ca0.06 Li1.26 O4 Ti1.67,0.149537215
Ag1 Br1 In2 S3,0.321334368
Co8 Mn9 Pr2,0.618572825
K3 Nd1 O15 Si6,0.029179
In3.93 Ir2 Zr5,0.026536246
Bi0.06 Mn1 Mo1 O6 Sr1.94,0.063039308
Ag1 O3 V1,0.069314718
Al2 Fe0.4 Mn2.6 O12 Si3,0.058807508
Fe14 Nd2 Si2,0.106047145
Cu1.999 Eu1 Fe1.001 O7.36 Sr2,0.208998231
Ag4.13 Cl1 Mo9 Se11,0.148942104
Ba1 Gd2 Mn2 O7,0.159070717
Cd0.5 Fe1 O12 P3 Sb1,0.005602235
Au4.27 Zn8.26,0.361306404
Al3 Fe11 Pr4 Sc2,0.277258872
Te3 U0.891,0.088516956
Co0.56 Mn1.44 Zr1,0.395302212
Cu0.32 Ga0.84 In1.74 S4,0.340644414
Co0.8 Os0.2,0.500402424
Cd0.5 Cu0.5 Ga2 O4,0.275787995
Cu1 Fe1 Se2 Tl1,0.277258872
Ca0.37 Cr0.08 La0.63 Mn0.92 O3,0.18754501
Ca2 Ce8 O26 Si6,0.070510265
Nd1.25 Rh2 Sn3.75,0.080333592
Ca1 Cu0.8 Ge2 O6 Zn0.2,0.050040242
S2.27 Sb2 Se0.73,0.317905553
Co0.7 Fe0.3 Nd0.1 O2.55 Sr0.9,0.484411987
Fe0.151 Mg1.849 O4 Si1,0.076426766
O1.91 Y0.18 Zr0.82,0.288122254
As1 Mn0.6 V0.4,0.336505834
Br1.95 I0.05 Sr1,0.073707342
Er1 Fe0.94 Ga0.06 O3,0.045393505
Hf1.4 O7 Ti0.6 Y2,0.418652875
Li0.386 Na1.614 O13 Ti6,0.093436928
Ca0.97 Li0.03 O3 Ta0.03 Zr0.97,0.053896867
Fe0.877 Nd2 O7 Ta1.123,0.123560667
Br1 N17 Nd10 O9 Si10,0.159366787
Cr0.226 Fe0.904 Sb1,0.446873918
Co17 Pr1.6 Yb0.4,0.052673939
Eu0.18 Mg0.96 O13 Si3 Y3.86,0.113491687
Br10 Pb7 S2,0.294653305
Co0.6 Mn0.4 Se1,0.336505834
C4 Al4 Y0.28 Zr0.72,0.065883702
La1.9592 Mn0.9796 O6.00005 Ru0.9796,0.176511948
C6 H7 Ca1 Co1 N6 O3,0.46209812
Fe2.14 O4 Ti0.86,0.281069579
Cu11.5 Ga5.5 Sm2,0.106069988
Pr2.91 Pt4 Sn6,0.083974999
Ga1.2 Mn0.8 Sc1,0.448674445
H2 Ce2 K5 O25 S6,0.103972077
Hf0.66 Mo1.32,0.642709969
Al0.98 Ba1 In1.02,0.461936774
Er1 Li1 S2,0.34657359
Ag0.1 Cu1.9 Pd3 Se4,0.044114499
Ni7.5 Si3.5 U1,0.574630336
Fe1.04 Se0.35 Te0.64,0.322001387
Al10 Cu7 Er2,0.440347043
N6 W7.08,0.287554797
Mn1.5256 Ni1.9256 Sn0.5488,0.173286795
As2 Fe2 Na0.47 Sr0.54,0.137943669
Cu0.84 La1.84 O3.96 Sr0.15 Zn0.16,0.169454725
Cr0.03 Mg0.985 O3 Si0.985,0.031153004
Fe1 Ge2 Li0.71 Na0.29 O6,0.060481602
H2 Al1 Fe0.531 K1 Mg2.469 O12 Si3,0.165808996
Co1 La1.98 Mn0.82 O6 Ru0.2,0.242117305
C1.333 Re2.666 W1.333,0.95466297
Hf0.125 Tc0.875,0.10140841
Co0.1 S1 Zn0.9,0.166892008
Ag6.4 As0.6 Te4,0.061182879
As1 Cr0.1 Fe0.9,0.162541487
Fe1.04 Li0.94 O4 P0.92,0.15359819
Fe1.964 O3.92 Zn0.982,0.113979751
Al1 O8 Si3 Tl1,0.172926891
Al4 K0.74 Na3 O16 Si4,0.061959848
Ce0.06 Li3 O12 P3 Sc1.94,0.013474217
