formula,target
K1 Na1 O5 Sm1 Ta1,6
Cd0.8 Fe0.2 S1,2
Mn1.6 Si3 V3.4,4
Ag51 Sm14,10
Al11 La1 Mg1 O19,11
Cl3 Mn1 Tl1,5
Ce0.55 Y0.45,2
N4 O12 Pd1 Rb2,10
La6 Mg23 Sb1,6
C6 H24 F6 N2 O2 Sn1,14
Gd2 Nb0.6667 O7 Y0.6667 Zr0.6667,2
Ba1 Ru3 Sn6,7
Cu0.31 Fe1 Ni0.69 S2,3
Fe0.9988 Zr0.0012,1
Au1 Si1 U1,3
Am1 S1,2
Er4 Ga12 Pd1,4
K2 Na2 O13 Sm4 Ta2,12
C6 Fe1 K1.962 Mn1 N6,9
Au8.01 Ca3 Ge2.99,8
P8 S29 Ti4,20
Ba2 Ca1 K6 O24 U6,5
Al2 Cl8 Sb10 Se10,15
Cu0.9 Fe2 Mg0.1 O4,3
Ba1 F4 Mo1 O2,16
Cs1 F3 O3 W1 Zn1,3
Co1 Li1 N2 Sr2,4
Bi0.505 Fe0.01 Na0.495 O3 Ti0.99,3
F4 Mo1 O2 Sr1,16
Cr1 Mo1 Si1,3
Ca1 Lu2 Mg2 O12 Si3,4
H0.93 B1 Be2 F0.07 O3.93,8
As2 F18 Sb2 Sn1,20
Al8 Fe4 O19 Sr1,11
H7 K1 N3 Na2 O8 P3,20
Al0.2 Ge0.2 Li1.2 O12 P3 Ti1.6,6
C4 B3 Tm4,6
Fe16.33 Gd2.33,6
Ba2 O6 Os1 Y1,4
F3.2 Fe0.8 Zr0.2,4
Co0.5 Fe0.5 La0.6 O3 Sr0.4,4
H12 Cu1 F4 N2 O2,12
C1 Hf0.5 Zr0.5,2
Ni1 P2 Ta1,4
K0.2 La0.8 Mn1 O3,3
Ag0.07 Ga1 Li0.93 S2,4
B3 Ba7 Cl1 Ge1 O13,18
As9 Rh13 Sm4,17
Cs2 Pt3 S4,4
Co1 Ge3 Pr1,4
Fe20.24 Mo2.88 Pr2.88,4
H5 Na1 O8 P2,18
Li0.65 Mn2.08 O4,4
Gd2 O7 Ti0.7 Zr1.3,2
Fe1 Nd4 Sn7,4
Al5 Ce0.01 Lu2.98 O12 Y0.01,4
Al1.875 Fe0.125 Tb1,2
Cl2 Ga6 Na8 O24 Si6,5
Ba3 Mn1 O9 Sb1 Ti1,6
Co8.5 Fe8.5 N3 Pr2,6
Cd1 Ge2 Na4 S7,14
Cu3 Er1 Te3,9
Al1 Ba1 La1 O4,7
Cu16 O14.15,3
Cs2 P2 Se6 Sn1,11
Ba5 Co4 Nd2 O15 Sr1,10
Nd4 Pd2.18 Ru5.82,2
H16 I2 Mg1 O16,18
H15 As0.48 Na2 O11 P0.52,20
O3 S1 Tl2,6
Ba8 Cu3.2 Ge40 Zn2.8,5
Co1 Fe1.8 In0.2 O4,3
Bi2.1 Ca1.12 Cu2 O8 Sr1.78,9
C6 H9 N10 O4 P1,12
F16 Sb4,20
H1 Na1 O4 S1,15
Fe2 Rb12 S12,13
Ge0.2 In0.8 Se2 Tl0.8,3
Dy2 Ge0.4 Hf0.4 O7 Sn0.4 Ti0.4 Zr0.4,4
I1 Li6.22 P0.8 S5 Si0.2,6
As2 B1 K3,4
Al1 La3 Mn0.726 Se7,6
Al1 Mg3 Mo5 Na1 O20,20
K0.7 Mn7.25 O16 V0.75,7
Ca0.4 Cu0.3 La1.6 Ni0.7 O4,4
Bi0.79 Cd0.21 O1.395,2
H15 Cl1 Co1 Mo1 N5 O4,18
Fe2 La2 O7 Sr1,6
Al3 La1 O7 Sr1,6
O25 Ta9 V1,11
Ca0.616 Cu2.049 Hg0.771 O6.84 Pb0.3 Sr2 Y0.264,8
Co13 Fe4 Sm2,5
H4 Cr4 K2 O16 Zn1,14
Ge1 Mn2 Pr1 Si1,3
Au2 Ca2 Pb1,3
Cr0.91 Cu1.016 S2,5
Al1 As1 Pt5,4
Au2 Y3,3
As3 Ni4.61 O12,13
Ba41 Cl2 Cu44 O84,14
B1 Be2 Cs1 F2 O3,6
Co3 Ga9 Lu2,7
H32 N14 Se6 Sn2,20
Al3 Gd0.23 Ho0.77,4
Ge0.22 I0.99 Li5.96 S5.01 Sb0.78,5
Sb2 Si2 Tm5,4
Al4 Mg2 O18 Si5,12
Al1 Ce0.6 Pd1 Y0.4,4
Ag1 Cr1 S2.8 Se1.2 Sn1,3
C2 Hf1 Nb1,2
Co5 Eu2 Ge3,3
Bi8.544 Fe5.328 O52.8 W10.672,4
La0.95 Mn0.95 O3,3
Fe1 Nd1 Si1,3
La3 Li6.63 O12 Ta0.326 Zr1.676,5
Ba1 In1.9 Li2.1,5
Co1.1 Mg0.9 O4 Si1,6
Co0.25 K0.75 O0.63,6
F5 Ru1,12
C4 H14 N1 Nb1 O14,20
Hg1 S0.3 Se0.7,2
Ba6 O17 Ti4 Y2,11
Bi2.42 Gd5 Si1.58,18
Ca1 Ga1 Si1,2
Al7 Cl0.93 O16 Sr6,6
O7 Sc3 Ta1,2
Ag1 F6 Pd1,9
Ce1 Ni0.84 Sn2,4
Dy3 Ga9 Pd2,6
Co1 O3,2
Ba1 Hg3.9 In3.1,4
B6 Ca1 Ho5 Li1 O18,11
Co4 Ga1 Y4,5
Ca1.43 Sb9.86 Yb9.57,9
Cr3 F19 Pb5,11
Al11 Ca1 O19 Ti1,11
Ba1 Fe10.8 Mg0.6 O19 Ti0.6,20
Al2 Co1 O4,3
F4 K1 O1 V1,7
Ce1 Co1 Ge2 Ru1,3
Ga5.48 La3 O14 Ta0.027 Zr0.504,7
Ag3.67 Al7.33 Eu1,5
Ce1 Ni1 Sn1,2
Pu1 Sb1,2
Na1 S2 Tb1,3
Ba2 Na2 O8 V2,6
Fe10 Lu1 Si2,4
Cu1 O6 Sm2 Ti1,4
Ag2 O6 Te2,8
Cu2 F7 K3,6
Fe0.74 Ga1.26 Hf1,3
F6 N1 Re1,8
H10 Co1 O9 Se1,20
B7 Tm3 W1,7
Si1.36 Sr1 Zn0.64,2
B2 Pu1 Ru1,3
Na5 O13 Si2 Ti2 V1,20
Ag0.6 In2.4 Te3.9,4
Co16 Sm2 V1,5
Cu3 P1 Se4,6
O7 Sn2 Yb2,4
Al1.799 Fe0.201 Mg1.002 O4,3
Ce1 Ni0.7 Si1.3,2
H2 Na2 Ni3 O10 P2,9
Mn1 O7 Sr3 Ti1,6
Fe4 Si2 Tm1,3
H2 Fe1 O5 P1,6
Fe1.9 Mn0.1 P1,4
O1.93 Sc0.14 Zr0.86,2
Cu3 Fe1 S4,4
Ag7 S6 Ta1,7
La5 Sb3,3
B4 Dy1 Ir2 Rh2,3
F6 K1 P1,3
As2 Ba1 Co2 O8,5
Al1 B25 Cu0.79,10
In0.6 Li1.2 O4 V1,5
In2 Zr1,3
I6 Mo3 Se7 Te1,17
Al8 Ca1 Cu4,4
Li3 Mo3 O17 P3,20
K3 Li1 Na2 O6 Te1,13
Dy1.33 S4 Yb1.33,2
Co0.4 La1 Mo0.1 Ni0.5 O3,4
C6 Fe1 N6 Pb2,4
C2 H2 Fe1 Na1 O6 P1,13
Ca3 Fe2 O12 Si1.58 Ti1.42,4
Al2 Gd0.2 Tb0.8,2
Cu1 Ge2 Pr1,4
In2 Nb6 S8,4
Ba1 Ce0.75 O2.95 Y0.15 Zr0.1,5
I3 K1 Li2 O9,15
Au1.01 Cd0.99,10
Os1 Y3,3
H10 B4,14
Ag1.614 Al10.33 Mg0.67 O17,10
As3 Tc2,10
La9.565 O26 Si5.826,9
H2 Gd1 O9 Rb1 S2,15
Mg3 Ru2,2
F1 Li1.3 Na0.7 Ni1 O4 P1,16
H3 O7.5 P2 Rb2,18
Au1 Sn1 Tm1,3
La16 Rh8 Sn3,9
Ga0.333 Ge0.334 Sb0.333,1
Fe0.3335 Li0.3335 O1.0005 Zn0.3335,2
In1 K3 P2,4
Cl1.45 Li5.47 P1 S4.55,5
C10 H3 Cl1 O9 Ru3,16
Ge1 Lu1 Ti1,3
Bi0.2 In0.2 O3 Pb0.8 Ti0.8,4
Cs1 Er2 F7,20
B1 Fe12 Si2 Y2,9
Cs1 F5 Ni1 Pd1,5
Co8 Mn4 Sm1,4
Al10.02 Ca1 Mn1 O19 Sn0.98,11
Co0.6 Li1 Ni0.4 O2,3
Al1 Ti2 Zr1,2
H6 As8 Fe13.5 O37.5,11
C0.1 Ga1 Ni3,3
Ce2 Ni7 P4,13
Fe0.66 Te1,2
Mg2 Ni2 O9 Ta2,5
Cd20 La1 Ni2,5
O6 W1 Yb2,10
Ru0.8 Ta0.2,1
Co2 Yb1,2
Al7 Cu16 Dy6,5
K3 O13 Si2 U3,7
H2 Al4.66 Ca2.51 Ce1.49 Fe1.34 O26 Si6,19
La0.4375 Na0.4375 O3 Sr0.125 Zr1,4
Cu5 La1,3
Co1 Nb2 O21 P6,16
Ag0.6 Ca1 Ge1.4,2
Bi19.8 Cu2.83 Li3.36 O60 P10,20
Fe2 Mg0.1 Mn0.4 O4 Zn0.5,3
Bi0.6 F1.4 O0.6 Pb0.4,5
C2 Nb1 Ta1,2
Ca0.5 Cu3 O8 Pb2 Sr2 Y0.5,8
C1 B2 La1 Pt2,4
Bi1 Cu2.73 Mn4.27 O12,4
B6 Ni12 Y1,4
Ni1 Pr1,2
Bi0.5 Mn1 O3 Y0.5,4
C12 H36 Br10 Pb3 S4,20
Eu2 O6 Te1,9
Bi1 Na1 O8 W2,3
Au0.622 Ge4 Mn2 Nd4,6
B12 Ho1,2
O2 Ta1,2
Er5 Ir2,4
S3 U1,4
Ga0.84 Ni3 Sb0.16,2
As4 Cu6 S12 Zn3,9
Fe0.15 Mg1.82 O6 Si2,10
N2 U1,2
C1.7 N0.06 U1,2
Cl1 Pb22 S60 Sb26,20
H1 Cl1 Cu1 O1,4
Ge2 Rh4 Y1,7
Cr0.1 Nb0.9,1
Ba2.67 Bi2.33 La0.33 Se8 Sn0.67,14
B1 P2 Rb3,4
Cu1 Gd1 P2.16,11
Al1 Fe1 Ho1,3
Cr0.96 Cu1 Nb0.03 O2 V0.01,3
C0.25 Rh3 Th1,3
Li7.5 P4 Ta0.5,2
Ba0.2 Mn1 O3 Pr0.8,4
Ca0.95 La0.05 O3 Ti1,4
Ba1 La2 O5 Pt1,5
La1 S0.14 Se1.86,3
Si0.165 W0.67 Zr0.165,1
As7 Ca2.3 Ni11.7,9
  H4.35 Al0.16 Ca0.17 Cs0.03 F0.65 Fe6.44 K1.7 Mg0.02 Mn0.45 Na0.96 Nb0.44 O30.35 Pb0.01 Si7.84 Sn0.62 Ta0.02 Ti0.74 Zn0.02 Zr0.16,20
Gd0.3 La1.7 Ni1 O4.14,4
Co0.25 Ho1 Mn0.5 Ni0.25 O2.91,4
Bi2 Mo0.21 O6 W0.79,9
Nb0.6 S1 Ta1.4,3
Ho0.75 Mg0.25,1
Ba2 Ca2 Cu3.16 Hg0.83 O8.19,9
Al1 La0.95 O4 Sr1 Tb0.05,4
Al8 B6 F8 O17,15
C2 Cu1 K1,3
Ge0.77 Sb0.154 Te1,2
Al1 B4 Ba2 Cl1 O9,14
Re1 Si1.75,6
Fe9.48 Mn0.54 O50 Ti19.32,14
Dy1 Ge1 Rh1,3
Er10 O21 W2,18
Al0.7 Cu1 In0.3 S2,3
B1 O3 Pr0.9 Sc0.1,10
Cl1 N1 O6,5
Cl9 Cs3 Tl2,4
F6 Na3 V1,6
Bi2 Br1 Er1 O4,4
Al10 Os2 U1,7
Co0.3 Fe0.7 O3 Sm1,4
Ce3 Mn0.5 Se7 Si1,6
Ca12.8 Li3.2 N28.8 O5.2 Si17,14
Ba8 Fe4.532 In0.8 O24 U2.668,4
Al6 Ba1 Mg2 O30 Si9,7
Cu0.35 Gd1 In1.65,2
Mo1 Re2 Se4,3
Cu0.7 La0.56 O4 Ru0.3 Sr1.44,4
N2.6 O4.09 W1 Y2 Zr1,2
C1 N2 O1 Sn2,4
Al14 Ca12.06 Ce0.13 F1.98 O32 Tb0.03,7
Mn1 Se0.35 Te0.65,2
B0.15 Eu1 Pd3,3
H6 K1 N6 O8 Rh1,20
As2 K3 S8 Sm1,9
Co2 Ho0.5 Y0.5,2
B4.026 Mo2,4
Ce0.761 O1.956 Tb0.239,2
Li0.25 Nd0.583 O3 Ti1,11
Mn2 Nb0.7 Si0.3,3
H12 B12 Li1.246 Na0.754,5
Li1 Zn1,2
Ca0.4 Mn1 O3 Pr0.6,4
Cu26 Ge6 Mo2 S32,7
Al0.8 Ni3 Ti0.2,2
Ba0.38 Ca0.18 La0.44 Ni0.42 O2.85 Ti0.58,3
Cl1 Co1 N2 O2,12
Al1 Lu1 Ni1,3
Ga1 Ge5 La3 O16,20
Al1 B12 Li7 O24 Sr1,10
O1.9 Sr1,2
Fe0.33 S1 Zn0.67,2
Pt1 S1,2
Cl2 O11 Te6,11
Eu5 F1 O12 Si3,7
Al1 Ge2 Nd1 O7,11
Cr0.5 Li0.963 Mn1.5 O4,3
O10 Ru3 Sr2,7
As9 Ga5 Si1 Sr4,15
As7 Rh12 Y2,5
Co1 Fe1 Si1,3
Ca1 Li0.58 N1 Ni0.42,3
Ca0.2 La0.65 Li0.15 Mn1 O3,4
H8 Li3.09 N4 Na0.91,6
Bi2 Sn1 Te4,2
Al2 La1 N9 O1 Si5,10
Ag2 Ba1 Ge1 S4,4
Ge1 Rb1 Se4 Sm1,7
Be1 F4 K1 Li1,5
As2 S2.19,8
F4 Mn1 Rb1,7
Te3 U0.916,4
B1 Na1 O11 Si2 Sr5,20
B6 Ge1.5 Ni21.5,5
Nb1.53 O6.5 Pb0.24 Sn1.96,5
Cu2.1 Fe0.9 S4 Sn1,4
Co0.4 Fe1.6 P1,4
S0.7 Sb2 Se2.3,5
Al1.088 Ba0.048 K0.826 Na0.086 O8 Si2.912 Sr0.04,8
Ac1 Cl1 O1,3
Mg0.33 O1.67 Ti0.33 Zr0.33,2
O2.95 Sc1 Y0.96,4
B1 Co2 Dy0.5 Fe12 Pr1.5,9
B12 Ca1 Fe1.5 Li5.5 O24,9
Ca0.9 Fe0.155 Mg0.845 Na0.183 O6 Si2,7
Ga1 Mn1 Pt1,3
H4 Ga1 Na1,4
Cd1.918 Sb3 Zn1.918,6
Ba3 N0.64 Sn1,3
Al7.82 Mn9.18 Tb2,5
As2 Li2 Pr1,3
Mn0.875 Re0.125,4
Fe0.99 In1 Ni1.01 O4,3
Bi2 Cs3,3
Ba39 Li80 N9,20
Al0.8 La0.9 Li0.1 O3 Ti0.2,3
H3 Cl3 N1 Sc1,16
C2 Ba5 N5 Ta1,11
Ba12 S23 Sn4,20
Gd3 Sn7,6
H6 As4 Na6 O19 Zn3,18
Ba3 O23 Si4 Ta6,7
Ba2 Li3 N4 Nb1,6
Mn1 O3 Pr0.5 Sr0.5,4
Er2 O9 Se3,14
Al6.81 B0.98 O18 Si2.98,18
Bi6 Cl1 Cr1 O14 Ti2,13
Bi0.6 O7 Ru2 Sm1.4,4
Na5 Sn13,20
Fe2 Ge1 S4,6
Bi2 Cl8 Hg3 Te2,8
Cr0.5 Mn0.5 Sb1,2
Cl1 Eu1 F1,3
Mo6 Se8 Yb1,4
Fe2 Sc1,3
Ga3 Rb1 S5,9
Ce3 Ge13 Os4,4
Mo15 S19 Sn2,9
Ba1.128 O21 V8,16
Co2.595 La3 O9 Ti0.405,3
Cl2 Cu2 O6 Se2 Sr1,13
Co0.95 Nb0.05 O3 Sr1,6
Al2 Eu3 Ge4,5
Ce2 Co16 Zr1,6
B1 Sc3 Tl1,3
Co5.7 Mn17.3 Pr6,5
F5 K1 O1 Tl2 Zr1,4
Cu1 Fe0.33 O2 V0.67,3
Rh2 Sb1,3
Cr1 Ge2 Sc1,9
In1 O3 Y1,7
B4 Ni1 Sc1,6
Cs1 Mn0.333 O6 Te1.667,3
H1.98 Y1,3
H15.3 Al0.4 Be4 Ca2 Fe3.2 Mg0.4 Mn0.7 O34 P6,17
H12 F6 Mn1 O6 Ti1,6
Ce0.892 Fe4 Sb12,3
Au1 Si3 Sr1,4
Bi3.78 Ce1.25 S8,14
C1 K2 Mn3 O11 V2,8
Ba0.83 K0.085 S3.085 V1,6
La5 Mg1 O16 Re3,14
As1 K1,4
Nd1 Pd3 S4,3
Al1 Be4 Ni1,2
Cu1 O8 Tb1 W2,20
Li1.08 Lu0.46 S2 U0.46,2
Cu1 Ge1 Nd3 S7,6
Cr0.75 Fe2.25 Ga1,3
Cu2 Ge0.5 S4 Sn0.5 Zn1,5
F1 K5 Nb4 O12,12
Co1 Dy1 Ge1,3
As4 S3,5
H0.56 Ba1 O2.44 Ti1,3
Ce1 Fe1.85 Ga0.15,2
Al7 Th2,4
Cu1.08 Pr1 Sb2,5
Ba0.1 La0.6 Mn1 O3 Sr0.3,3
In1.58 O3 Sb0.14 Zn0.28,3
Ce1 Fe0.5 Si1.5,2
Ce1 Ni2.156 Zn8.844,4
H1 Al0.939 Fe0.061 O2,4
Ge0.61 Sb0.26 Te1,2
C1 Ru3 V1,3
Co2 Nb0.9 Si0.1,2
Fe4 Ho1.16 Si9.86,5
Mn6 Sc0.9 Sn6 Yb0.1,5
Ba1.55 Ca0.2 Cu3 La1.25 O6.99,7
Al2 Cu3 U1,3
Ag4 Mn1 S6 Sb2,7
Cl6 Hf1 Te6,9
In1.74 Sn0.26,1
Ca0.8 Eu0.2 Mn1 O3,4
  H1.53 Al0.1 Ca0.17 F0.47 Fe1.28 K0.12 Li0.35 Mg3.15 Mn0.13 Na2.26 O23.53 Si8 Ti0.04,16
Ba2 F9 Fe2 Rb1,5
C15 Dy12 Re5,9
Ba1 Nb8 O14,16
C2 Ho0.3 La0.7,2
La1 Nb7 O19,20
Co1.2 Mg1 Zn0.8,3
C1 Fe1.1 Ni0.9 O9 Sr4,10
Ba7 Ga4 Sb9,10
Co0.2 Ni1.8 U1,3
Ge2 N2 Sr3,7
C4 Eu1 O4,4
Cr1 Cu1 Se2,4
C12 Co4 O12 Sb4,6
Cu1 Lu2 O14 S2 Te2,11
Ce4 Mg1 Ru1,5
Pt1 Ti1,2
Ce1 Co0.716 Ga1.284,3
B6 Co12 La1,4
B6 Sm0.5 Th0.5,2
Bi2 Br1 O4 Pr1,4
B4 O9 Sm2,20
Ag1.592 Cu0.408 Pd3 Se4,6
Al1 Ni1 Sm1,3
Li4 N3 P1,10
As4 Ba5 Ca1 O40 U8,20
Rh0.808 W0.192,1
Hg1 In1 S3 Tl1,7
As5.86 Ca4 Cl2 O24 P0.14 Pb6,7
Dy1 Sn2,3
H6 Ni3 O12 S2,16
Na5 O5 Pu1,7
Bi0.825 Fe1 O3 Sm0.175,4
Nd1 P2 U1,2
Mn6 Sc0.1 Sn6 Yb0.9,5
Ba1.98 Si46 Sr5.7,5
Cr0.52 Cu0.066 O4 P0.432 Pb1.294,9
Se2 U1.05,4
Li0.96 Zn3.04,1
Ce0.9 Ru2 Si2 U0.1,3
Al1.35 B52.5 Cu1.17,17
K1 S8 Sb5,20
Ba0.94 Cr0.06 La0.06 O3 Ti0.94,3
Fe4 O9 P2,15
Cd90.338 Rh10.816,17
O0.325 Ti1,2
Cl4 Hg3 S2 Zn1,6
Co0.05 Cu0.95 O1,2
Ag0.97 Mg1 Sb0.99,5
Mn0.95 Nd0.973 O3,4
Al3 Lu10 Ni1,5
Cl12 Cr1.97 Eu1.344 Na3.222,6
Ba1 Bi0.15 O3 Pb0.7 Sb0.15,4
C0.93 F2 Y2,3
Cd1 Cu2 S4 Si1,6
H8 Cu4 O11 S1,20
Bi3.75 Ce0.25 O12 Ti3,19
Ba2 Cu2.85 O7 Re0.15 Y1,9
Co3.55 Dy1 Ga1.45,3
Ca1 O7 Ti2 Zr1,12
P3 Pd4 Zr3,10
Li2 Mn1 O1 Se1,3
H6 Br2 Mn1 N2,5
Bi0.6 Rb11 Sb5.4,6
Ni1 Ti1 Zr1,3
N2 Se1 Th2,3
Co8 Mn9 Pr2,5
H12 Ba21 In2 O5,8
Ge1 K2 O15 Si6,20
Fe17 Nd0.9 Sm1.1,5
Ca0.2 F2.8 Gd0.8,3
Ba2 Cd1 O6 U1,4
Fe10 Re2 Tb1,4
O4 Pd1 S1,4
Al3 Hf2,2
Fe0.891 Ge0.181 Mn1.109 P0.819,4
Ag1 K2 S4 Ta1,4
Co1.67 Na2 Ni0.34 O9 Se3,9
C0.2 Er5 Si3,4
Ga1 Sn2 V2,5
C1 Er2 N2 O2,4
H7 N3 Na2 O8 P3 Tl1,20
Ga2 Mn2 Pr6 S14,6
K1 Na1 O7 S2,11
Al3 Ni2 Tm1,5
La1 Mo0.15 Ni0.85 O3,4
Ge3.83 Ni11 Sc3,7
Cu0.4 La2 Ni0.6 O4.14,6
Ge0.67 Li10 P2 S12 Sn0.33,9
Ca1 Cd6,8
K3 N3 O6 Se3,15
Fe0.8 Mn0.2,1
Co0.9 Fe0.1 La0.7 O4 Sr1.3,4
B1 Mn1 O4 Pb1,6
Lu0.08 Pd0.92,1
Mo6 Nd0.7 O24 Rb4.7 Zr1.3,9
Fe0.372 S1 Zn0.628,2
Ba2 Cu3 O6.83 Y1,7
Mn0.9 Te1 Zn0.1,2
B4 Eu1 O12 Sc3,11
Ni0.92 Ta0.08,1
Ba1 Br2 O6,5
Ba7.998 Ca2.666 O23.994 W2.666 Zr2.666,4
Ba1 Co3.7 Ga0.3 O7 Y1,7
Ba1.88 Ca0.5 Cu3 O6.69 Y0.5,9
Co2.07 Lu6 Pb0.61,7
I10 Pb1 Tl6,7
Ag4.4 Br0.8 Cl2 Hg4.6 I1.6 S4.6,10
Hg2 Mo1 O6 Se1,8
Ba0.75 Eu0.25 F2.25,4
Gd0.5 Na0.5 O3.12 W0.78,3
Bi5 Hf1 La3,4
O7 Ti2.286 Yb1.714,4
Ba1 Fe11.7 O19 Sn0.3,11
Au5 Er2 F21,20
C8.5 H5.5 Mn1.75 N8 O3.5 W1,19
O4 P1 Y0.48 Yb0.52,3
B4 Ce1 Ru4,3
C1 Cr2.22 Pt1.78,3
I1 K3 O5,6
Al20.64 K2.02 Li16 O192 Si75.36,7
Au1 Ga2,2
Cu0.285 In0.285 S1 Zn0.43,2
Fe1.04 O3 Ti0.96,3
Mg51.04 Zn19.8,20
Al1.75 Ca5 Fe16.5 Mg1.5 O40 Si3.25,20
Ge1 Hg1 Se4 Sr1,6
Ni1 Sc0.08 Sn1 Zr0.92,3
Fe1 Ge4 Nd2,4
Na1 O3 U1,4
As1 Na2 Nb1 O6,11
Dy1 Fe1 O3,4
Co1.5 Fe1.5 La1 O10.1 Sr3,9
Pd2 Si2 Th1,3
As2 Ba1 O8 V1,12
Al3 Lu10 Pd1,5
In3 Ir1,3
Fe0.571 Li0.714 Mn1.714 O4,3
Li29 Nb3 O40.1 Zr9,16
B4 Hf0.33 Nb2.67,4
Bi4 Li2 O12 Ti3,11
Al3.16 Au0.84 Ca1,3
Al1 Zr1,2
Cu1 Er1,2
Fe0.667 Li2.667 O4 Ru0.667,3
Co0.8 Li0.92 Mn0.1 Ni0.1 O2,3
O3.91 Sr1 U1,4
H12 Cs6 O28 P4 S3,7
Ce0.7 Eu0.15 O2 Pr0.15,2
Eu1 S4 Y2,2
Ba2 Ca2 Cu3 Hg1 O8.16,9
Eu1 O6 Ru1 Sr2,6
Ba1 Cl2 O6 Se2 Zn2,5
Ba1 Fe0.15 Na0.25 Nb0.6 O3,3
As4 S5,6
Ba1 Cu1.15 O11 Ru4.85,18
C30 H40 Ce2 O47 U3,20
Cu2 S4 Sn1 Zn1,5
Co13 Gd4 P4.5 Si4.5,9
Ca1 Cr1 O6 Sb1 Sr1,6
Al0.5 Yb1 Zn2.5,6
Cd2 Cu1 Er1,3
Sb2 Zr1,6
Cs3 F6 Mo0.5 O3 V1.5,5
Ce1 Se1.83,3
La1.475 Mg1.96 O7.13 Zr1.475,3
Cl3 K2 N3 O5 Os1,14
Ag0.5728 Ce1 Si1.2172,2
Au1.2 Cd4.8 Gd1,8
N2 Nd1 U1,2
Cd0.5 Cu2 O7 Pb0.5 Sr2 Y1,7
Cu1 S3 Ta1,5
B14 Ba4 O31 Pb2 Zn4,20
Ni1 O4.16 Pr1.9,5
C4 H14 Cd1 K1 O19 Ru2,20
F3 K2 Mn1 O4 Se1,7
Ag2 Ce1 Si2,3
Ba1 Mn1 O2.59,5
Al2 Ce0.14 Mg0.86,3
O2 Ti0.924,2
Ba2 Na1 O5.5 W1,4
B1 Lu1 Ni4,5
B0.9 Ce1 Rh2.86,3
Ce0.1 Gd0.9 Ni3,5
B2 Ca2 O7 Si1,6
Gd2 Hf2 O7,2
C0.51 N0.12 Ti1,3
Co0.08 Li1.2 Mn0.56 Ni0.16 O2,3
C32 H96 Cl4 O64 P12 Th2,20
H1 As3 Ba1 O11 Zn2,18
Mo6 S4 Se4 Sm1,4
La1 Os2 Si2,3
Al10 Au4.93 Gd2 Si2.07,8
H3 Co2 Li1 O14 P4,14
Mg1 Sn1 Yb1,4
B1 Er1 Fe14 Th1,9
I4 La1 Nd1,4
Ag0.25 Pd0.75 Zr2,2
Cu2 K1.2825 Na2.7175 O16 S4,20
Co4 I0.13 Sb12,3
Ba2 Bi1.667 Ca0.333 O5.833,4
Ca9.75 Eu0.5 O28 V7,19
Cs2 Cu1 N6 O12 Pb1,9
La0.83 Mn0.9 O3 Sr0.17 Zn0.1,3
C1 H8 As1 N3 O4,17
Ni1 O0.62 Zr3,4
B6 Cr2 Ni3,6
Al0.77 Ca1.11 Gd1 O4,4
Li0.95 Mg0.05 O4 Ti2,3
C1 Co2 Dy2 Fe15,6
B6 Be1 O13 Sr3,15
C2 H12 N6 O8 S2 Zn1,10
B1 Co7 Mn7 Y2,9
Cu3 Nd3 Sb4,3
B1 Fe13 Ga1 Pr2,9
Li1 Sn1 Yb0.82,3
Ba4 Hf3 S10,8
B3 Co7 Pr2,8
B1 Br1 O3 Pb2,4
Pb1 Pt3,2
Cu1 Ga3 La1,3
Ba1 Bi0.05 O3 Tb0.95,10
H30.786 Cl0.214 Co2 N9 O10.786 S2,20
H3 Al7.95 B3 F0.34 Li1.05 Na0.58 O30.66 Si6,14
Ca1.18 Cu2 La1.82 O5.99,5
I1 Tl1,2
Ca1 Na1 O12 Re3,6
Ho6 Ni20 P13,9
K2 Mg1 O10 P2 W1,20
O1 Ti6,3
Co1 Li0.68 O2,3
Al2 B2 Ca0.05 Na1.9 O7,7
B1 Li1 O3 Pb0.32 Sr0.68,6
Ba1.5 Cu3 La1.5 O7.058,7
Al1.24 F2 K0.99 Mg2.88 Na0.01 O10 Si2.88,11
Cu0.5 Mn0.5 O4 Pr1 Sr1,4
H12 F2 N3 O5 V1,20
Ce1 S6 Yb3,10
Ba1 In8 Ni2 O15,10
Ba4 Co4 O15 Sm2 Sr2,10
Ba1 Fe1 Gd1 Mn1 O6,14
Li3.2 Mo6 Se8,5
Bi6 F2 O14 P2 Zn1,14
Fe0.02 O1 Zn0.98,2
Bi2 La0.5 Na0.5 Nb2 O9,8
Ba0.1 Ni1 O4 Pr1.9,4
Cd1 In1 Nd1,2
K10 Mg1 Mo7 O27,20
C0.2 B0.8 Co3 Fe1 Y1,5
C3 Cr2 Yb2,4
K2 Mn1 O7 P2,12
C16 Li0.4,5
Ge2 Ta1,2
Gd11 In9 Pd4,9
Ba0.2 Ca0.1 La0.7 Mn1 O3,3
Mo0.98 Se0.02,1
Ba4.5 Nd9 O54 Ti18,20
Pt1 S0.75 Se0.25,2
Cu2.64 Mo0.04 O8 V1.94 Zn0.36,7
C15.6 Fe2.6 N15.6 Na0.64 Ni4.8,5
Co2 Gd2 O7 Sr1,8
Fe2 Mn1.11 Na1.87 O12 P3,12
H4 Ga2 K0.5 Mn1 O14 P3 Rb0.5,14
Au0.074 In1 Sb0.852,2
Ba1 In0.05 O2.975 Ti0.95,4
