formula,target
Cd11 Sr1,7.99
H2 Co2 O12 Se4 Sr1,4.36
B2 Mg3.58 Ni6.42,5.4
C0.67 Br2 Y2,4.82
Fe1 Mo3 N1 Pt1,11.87
Cu1 La1.84 O4.048 Sr0.16,7.01
Cs3 F12 O3 Sb3,4.35
Ga2.68 Ni2.665 O8 Si0.655,5.83
Cr4 Cu1 Fe1 S8,4.0
Fe1.8 V0.2 Zr1,7.5
Pb1 Re3 Se6,8.49
H11 B34 In19 O85,5.18
Ba3 Cl2 Ga5 Rb1 Se10,4.83
La2 O25 P4 Si2 Sr8,4.36
Cu2.15 Se4 Sn1 Zn0.85,5.66
Ba1 Mg0.33 Nb0.67 O3,6.22
H96 Cl5 Hf4 O48,2.62
H4 Br4 Fe1 N5 S4,2.78
Ca4.893 F1.005 O12 P2.775,3.12
Al4.29 Co1.56 Mg0.44 O18 Si4.71,2.73
K1 O16 P4 V3,3.05
Ca0.15 Mn1 Nd0.8 O3,6.48
Al8 Mn5,4.43
Ca0.3 La0.65 Li0.05 Mn1 O3,5.95
Ga1 La1 O1 Se2,5.84
Al7 Ir5 Sc6,7.93
Al3.769 O7.5 Si0.731,2.4
In1 N1 Tm3,10.11
I2 La2 P1,5.28
Fe1 Li0.962 Na0.038 O6 Si2,3.44
Co12 Ga5 Tb2,8.76
Dy2 Si4 Ti3,6.19
Fe0.7 O3 Sn0.3 Sr1,5.69
H5.88 Al2 Ca3 O12 Si1.53,3.06
Au1 F6 O2,4.6
H1 Ba2 O3 Sc1,5.17
Cu0.85 Fe0.15 Mo1.16 Re2.84 S8,7.33
Mn1 O4 Rh2,6.68
In2.4 Ir13.6 Sc50,6.21
Na4.15 P4 Si1 Sr1.85,2.5
Co1 Ni0.98 Sb0.998 Sn0.892 Ti2,7.08
F2 Li14 N19 Nd5 O7 Si11,3.88
C0.167 Pt0.333 W0.5,16.02
Al1 Ni2 Tm2,8.88
Li1 O3 Os1,8.33
Na16.072 Si134.816,2.19
Ba0.3 Cr0.7 La0.7 O3 Ti0.3,6.59
Cu1 O7 Sr1 Te2,5.88
Rb4 S14 Ti3,2.95
Co0.8 Cu0.15 Fe0.05 La0.5 O2.891 Sr0.5,6.45
Al2 Cu3 U1,8.43
Cu1 Rh2 S3.8 Se0.2,5.67
Gd1 Mn1 Ni4,8.57
H1.334 O5.667 Ta2,8.32
Ca0.12 Cl1.445 Li5.28 P1 S4.555,1.9
Fe2 O5 Rb4,4.06
Mn0.708 Na0.551 Ni0.292 O2,4.11
B1 Gd1 Pt3,15.9
Ba2 Ca0.2 Cu3 O7 Pr0.2 Y0.6,6.34
Ca2.1 Ga6 Nd1.9 O14,5.11
Hg1 O2,9.48
C14 H20 Cs4 Mo5 O24 P2,3.04
H2 Ca3.616 O26 P6 Sr6.384,3.8
H36 N4 Na2 O38 V10,2.45
Mn1 O3 Yb0.97,7.45
Ga0.9 Mn0.1 Sb1,5.55
H6 F6 O2 Si1,2.03
Ge3 Pd1 Sr1,6.69
C2 H43 Cl1 O17,0.98
Ni0.5 Si0.1 V0.4,7.35
Al1.976 Ca2.982 Fe0.014 O12 Si3,3.59
Al2.4 Mg0.39 O4,3.62
Li2 O4 Si1 Zn1,3.41
C16 H8.336 Cs7 Mo2 N16 Na1 O4.168,2.79
Co0.2 Fe0.8 S1,5.01
Bi1.9 In0.05 S0.05 Te2.85,7.82
H48 Co4 K11 O100 P2 Tm1 W20,4.12
Nb1 O6 Sr2 Y1,5.37
Ag0.5 Bi0.833 O6.5 Ta2,7.91
Ge1 Na4 Se4,3.32
O6.95 Tb2 Ti2,6.58
Al4 Mn13 O28 Sb2 Si2,4.53
Co4 Ga0.04 In0.15 Sb11.99,7.69
Eu1 F1 Mo2 O7,4.76
H15 Cl3 Ir1 N5,2.69
Ce1 S7 Tm4,6.36
Ba1 Fe11.9 Gd0.1 O19,5.34
F3.5 Lu0.5 Zr0.5,4.87
Cr1 Mo1 O6 Sr2,5.8
Sm1 Te6 U1,8.06
Bi2 O7 Ta2,9.89
Gd4 K2 Na2 Nb2 O13,5.62
Co0.2 O1 Zn0.8,5.57
Co1 Se1 Te1,7.17
Cr1.93 Cu1 Hf0.06 Se4,5.87
H12 Cu1 N2 O6 Sn1,3.05
Mn4 Ti1 Zr1,6.94
K1 Sm1 Te2,5.14
H2 B8 Nd26 O52,6.39
Ba4 Na1 O12 Sb3,6.61
Ca1 Ge3 O10 Y2,4.72
Nd3 Sn7,7.88
H3.62 Al6.11 B3 Ca0.11 F0.02 Fe0.78 K0.003 Mg2.09 Mn0.006 Na0.68 O30.98 Si5.96 Ti0.042 V0.069 Zn0.009,3.09
Ba0.38 Ca0.18 La0.44 Mn0.43 O2.91 Ti0.57,5.88
Mn2 Nb0.7 Si0.3,7.46
O5 Sr2 U1,6.34
Ba11 Nb7.59 O33 Ti1.41,6.21
H0.76 K1.81 N0.19 O4 Se1,2.97
H70 Co5 O76 W12,3.58
B4 Nd1 Rh3.4 Ru0.6,9.25
Li1 Lu1 O8 W2,7.92
Gd1 Ni5,9.05
C1 Co5.5 Dy2 Fe8.5,8.42
H4 F3 N1 O1 Ti1,2.56
S0.2 Se0.8 Zn1,5.16
C6 H18 N6 Ni2 O9 Os1,1.92
Ag3 Sr7,3.81
C4 H18 Cu1 N4 O11 Pd1,2.08
O2 Si1,2.65
Fe0.667 Mn0.333 Na0.75 O2,4.16
C1 Cl3 Gd3,6.34
Dy3 Pt1,10.57
H2 Ta1,13.21
Cl6 Cs2 Pb1,4.03
Ge2 Na6 Te6,3.91
Cr0.005 O2 Ti0.995,4.26
Cl2 Co5 O12 Te4,5.03
Am1 Pu1,14.68
Si1 U1,10.54
Ba1 Bi2 O6,6.97
Ba0.6 Co2 Fe16 O27 Sr0.4,5.23
Gd1.9 Si4 Ti3,5.85
Mg100.57 Zn171.43,4.71
Al2 Cr1 S4,3.19
C17 H2 O17 Os6 S2,3.82
Mg1 Ni1.4 Zn0.6,5.87
Co0.74 Ni0.26,8.89
Co0.6 Hf0.5 Rh0.4 Sb0.99 Sn0.01 Zr0.5,9.59
Ce0.9 O2.94 Sr0.98 Yb0.1,5.82
Al1.524 Mg3.238 O12 Si3.238,3.53
Mg2.4 Mn1 Ni3.6 O8,5.17
Eu2 O5 Ti1,6.38
Li1 Mn1.6 Ni0.4 O4,4.43
Bi1 Mn0.97 Ti0.03,9.19
Co1 Zr1,7.65
Ba2 Cu1 Hg0.96 O4.18,6.97
Al61.49 Mn11.35 Ni4,3.67
Ba1 O4 Sm2,7.26
I12 Ru2 Te14,5.89
Nd1 O1 P1 Zn1,6.03
Ag1.56 Bi3.44 Cl2.12 S4.88,6.19
Co0.5 Mg0.5 Mo1 O4,4.17
C1 Ni2 Ta2 Ti2,10.2
Mg0.5 O12 P3 Zr2,3.98
Cr1 F10 Sb1,3.59
B1 Ce1 Rh3 Si1,8.91
Ga1 S8 Ti4,3.82
Ge1 Mn1 Sc1,5.64
Ag0.5 Cr2 In0.5 S4,4.28
Cu1 Fe1 Sm1,8.67
Co0.18 Fe0.17 Mn0.14 Ni0.24 P1 S2.87 Zn0.29,3.11
Fe2 Nb0.35 Zr0.65,7.9
I10 Mo3 Te10,5.3
H19 As1 N1 O19 P1 U2,3.19
Ge0.7 Sb0.2 Te1,6.26
C0.76 Nb1,7.74
H2.672 Al0.35 Cl0.336 O2.336 Zn0.65,2.73
N2 U1,11.8
Ca0.04 Cr0.49 Si1.98 Ti0.47,4.43
Al6 B4 Cu2 O17,3.16
Cl4 Te1,2.96
Cu1 Pr1 S2,5.68
Ca2.49 Nd7.51 O25.75 Si6,5.26
C0.88 V1,5.65
Cd1 Cr1.49 Se4 Ti0.59,5.72
N3 Nb4,8.29
C4 H2 K2 O9 Sn1,2.66
As2 F24 Mn1 N4 S4,2.59
Bi0.8 Fe0.5 La0.2 Mn0.5 O3,8.18
H5 Br3 K1 N1 O1 Pt1,3.92
Pb1 S0.5 Se0.5,7.95
Ag0.99 Fe4.83 Ni3.17 S8,4.67
Co2.75 Fe0.25 O4.374,6.12
H6 Ca2 Cr1 O8,2.64
Fe0.79 Mn0.209 Nb1.901 O6 Ta0.1,5.55
H3 K2 O4.5 S1 W1,3.23
Cr0.7 O2 Ti0.3,4.67
H2.46 Al0.3 Ba0.14 O3.23 Si0.7,2.16
Cs2 Cu2 Nd4 S8,4.95
Ca3 Co1.8 Fe0.2 O6,4.48
Co0.5 Ni0.5 Ti1,6.55
Cu1 La2 O10 Ti3,5.56
Bi0.72 Fe1 La0.1 O3 Pb0.17,8.18
Li0.88 O8 Ta3,7.83
Cu1 Sb2 Y1,7.31
Li1.5 O8 P0.5 Si0.5 Ta2,5.85
Er1 Fe1 Ga1,9.3
C1 H2 Cu1.6 O5 Zn0.4,4.1
Li1 O12 P3 Sn0.6 Ti1.4,3.22
Ga4.15 Li4.85,3.92
Ce1 Ni1.9 P1.91,6.94
Ni1 Sm1,8.34
Ge1 Ti3,5.28
C16 H8.026 Al0.664 B29.344 Ca46.848 Cl5.056 Fe1.6 Mg14.4 O146.656 Si2.656,2.87
Be3 N2,2.71
B8 Cu1 Ho2 O16,4.61
Mg0.2 Mn0.8 Na0.46 O2,3.71
K3 Nb6 O26 P4,3.69
C1 Ir3 Sc1,17.0
Cu0.14 Fe0.2 Mn0.66 Na0.67 O2,4.15
Gd4 Ni2 Sb1.07 Si1.93,7.87
Mn0.02 O1 Zn0.98,5.65
H12 Cu1 K0.636 O14 Rb1.364 Se2,2.78
Ba0.4 Nb2 O6 Sr0.55,5.23
Fe2 Hf0.5 Ti0.5,8.92
H2 Ce2 K5 O25 S6,3.18
Cu4 K1 O12 P3,4.05
Rh1 Sc1 Si1,6.09
Sb0.08 Sn0.92,7.27
Cu1 Na2 Ni1 O8 P2,3.93
H1 Na1,1.37
Ba2 O30 P10 Zn3,3.39
Fe0.5 Nd1 O3 V0.5,6.94
Al4.95 Eu0.03 O12 Si0.05 Y2.97,4.54
Ba1 Co2 O6 Sm2,7.37
N1 Na3 O9 P3 Ti1,2.85
C14 H6 Fe1 Mn1 O8 P1,1.72
Na5 O16 W4 Yb1,5.79
Ba4 Cu6.97 O14.89 Y2,6.21
In1 K3 Te3,3.65
Bi0.3 O3 Yb1.7,9.46
Br1 Cs1 O4,3.75
C1 Er3 In1,9.25
Fe3 N1 Nb3,8.37
H8 B2 Eu1,3.43
O14 Sb4.26 Ta1.74 Ti1,6.88
H40 Co2 Gd1 Mo10 N3 O50,3.21
Ni1 Sb2 U1,10.58
Cr0.95 Cu1 Mg0.05 O2,5.55
Cu1 F1 Li1 O4 S1,3.52
Ho1 Si1 Zn1,7.47
Li1.23 Mn0.3 O4 Ti1.47,3.62
Fe0.875 Se1,6.32
Ga8.45 Sr2.85,5.38
Co1 Cu0.04 Mn1 Sn0.96,9.1
Al2 Ce1 Ge2,5.13
H6 Ag12 Al12 O51 Si12,2.54
Dy2 Ga1 O7 Sb1,7.85
Bi6.42 Cu0.58 F0.74 O14.84 P2,8.23
Fe1 La0.7 Nd0.3 O3,6.73
Al2.91 Ca1 Cr0.09 O7 Y1,3.62
Ba0.13 O4 S1 Sr0.87,4.05
La4 O22 Si4 V4.73 Zn0.27,5.12
Al0.83 Ca0.155 Fe0.78 Mg2.28 Mn3.1 Na2.63 O24 P6,3.58
C1 Fe1 W3.3,16.32
H6 Mg1 Nb2,4.99
As1.33 S0.67 Zr1,6.48
Be1 K4 P2,1.67
Cs3 F6 N3 O9 Sb2,3.75
C1 Ce0.1 U0.9,13.0
B3 Li1 O5,2.47
Bi1 Co0.15 Fe0.85 O4 Pb1,8.03
La2 Ni1 O6 Ru1,7.23
H4 Al3.93 Fe1.09 Mg0.98 O14 Si2,3.42
Mn23 Th6,9.01
P2 Se6 Sm1 Tl1,5.67
Li1 Mo1 O8 P2,3.16
C3 H18 N3 O13 P3 Zn4,2.45
Ce2 K4 Nb10 O30,5.0
Fe0.79 Li2 Mn0.21 O4 Si1,3.16
Fe5 Sn1 U1,10.27
Al4 Au1.8 Eu1 Ge1.2,7.48
Am1 Te1.73,8.98
Cl13 P1 Re2,3.44
Ca9 Ge0.81 La1 O28 P6.19,3.4
Ca0.87 Dy0.02 Eu0.11 O3 Ti1,4.44
C2 H6 N1 O9 S1 Tb1,3.23
K1 Na1 O7 S2,2.57
K4 O19 S4 V2,2.61
La2 O7 Zr2,6.03
Ba2 Cu3 Gd0.7 O7 Y0.3,6.79
I2 O6 Zn1,5.2
Na1 P1 Zn1,3.48
Be3 F9 Rb1 Zn1,3.1
Al3 Y0.7 Yb0.3,4.18
Ca3 O5 Si1,3.15
H32 Co2 K3 O56 P1 Ti2 W10,4.14
C14 H24 Cl12 Mn1 N8 Nb6,2.39
Ba1 Co0.8 Ir0.2 O2.83,6.57
Ga1.89 Sm3 Sn3.11,7.91
Cu2 Fe1 Nd1 O7.26 Sr2,6.07
Al1 Co1 Pu1,10.33
Ca2 Cl2 Cu1 O2,3.64
Ge1 Nd3 Ni0.5 S7,4.98
Ho1 O6 V1 W1,7.91
H24 Ba2 O28 P8 Pt2,3.23
C12 H20 Cr2 Na6 O34,1.96
Hg1 Yb1,11.95
H16 Br2 Cu5 O24 P4 Sr2,3.33
Mo6 Pr0.86 Se8,7.21
H1 Al1 Ca0.5 F2 Mn0.5 Na1 O5 P1,3.27
Cr1.14 Ni0.71 W0.14,8.66
Fe10.44 Mo1.56 N1 Nd1,8.12
Er3 F10 Rb1,6.66
Ba3 Ge3.69 Si0.31,5.29
Co2 K5 N12 O24 Y1,2.87
H8.64 Al1.8 Ca0.92 O12.32 Si2.2,2.24
Co1.333 Fe0.667 La1.333 O6 Sr0.667,6.62
Ho2.112 Mn2.968 O13.94 Sb2.92,6.86
Ca1 Co1 O6 Sr1 Te1,5.56
Co1 Mg1.1 Nd3.9,6.41
Cd1 Mo0.75 O4 W0.25,6.57
Ge1 Mn1 Te4 Tl2,7.08
Al1.823 Cr0.072 Fe0.403 Mg0.674 Mn0.004 Ni0.006 O4 Si0.001 Ti0.01 V0.002 Zn0.003,3.89
Nb2.61 Sn0.9 Ta0.39,9.44
Ga1.5 Ni3.5 Sm1,8.58
C8 H34 Ge3 Mn3 N8 O1 Se9,2.77
Ba4.5 Ca1.5 Fe4 Nd2 O15,5.86
H18 Bi1 Cl6 Co1 N6,2.52
Lu1 Ni1 O3,9.07
Co2 Cu3 Sm1,8.64
Ca1.2 Ge6 La8.522 O26,5.65
C8 H16 Cu2 Mo1 N8 O8,2.15
H50 Co2 K12 O91 Si2 W18,4.02
H58 Na10 O70 W12,3.95
O12 Rb1 Sb3 Se2,5.04
B3 Ba1 Li1 O9 Zn3,4.28
Bi1 Cs1 O2,6.47
Ba0.1 Fe1 O2 Sr0.9,5.34
Co0.4 Gd1.6 O7 Ru2,7.37
Ca10.87 Ge0.216 Na0.13 Sb9.582,4.32
Au6 Nd1,16.51
H6 Ag2 N2 O6 Pd1 S2,4.22
Cu0.403 Mg1.8 Mo6 S8,5.29
Cl2 Co4 O9 Se3,4.09
Al26 Mg1 O40,3.63
C0.981 Ti1,4.89
Ag1 Gd1 Te2,7.25
Cr3 Ni1 Sn8,8.28
Fe7 Ge24 U9,10.13
Ag0.992 Bi0.008,10.59
Pd3 Sn2,9.79
B2 Ba4 Cl0.95 Fe1 O29 Si8 Ti3,4.08
Cs1 Cu3 Se5 Yb2,6.9
Co0.1 Li0.99 Ni0.91 O2,4.84
In1 La1 O1 S2,5.28
Cu2 Ge1 Li1,6.71
Cs3 F7 Mn1,4.46
Cd1 Cl12 Cs4 Sb2,3.56
B6 Ce0.99,4.76
H2.6 Ca2 K1 Nb3 O11.3,3.85
Li4 Ni1 O6 W1,5.64
Te3 Tm0.5 U0.5,8.38
F2 Hg1,9.32
Li1 Mo3 O8 Tb1,6.39
Ge1 S1,4.26
H3 Fe2 Ho1,7.83
H2 Al9 Ba3.5 Ca5.5 K0.5 Na0.5 O55 S3 Si11,3.18
Al1 Ca2.94 Fe0.39 Mg0.38 O12 Si1.61 Ti0.47 Zr1.21,3.84
C2 I1 K1 N2,2.4
Nd1 Se2 Tl1,6.77
H3 Na1 O5 S1,2.12
Ba11 Bi10,7.06
Nb1 Se4,4.89
Pu0.1 Zr0.9,7.53
Ce2 Fe15.63 Ga1.37,7.89
B3 Ca4 O10 Tb1,3.76
Ba2 Cu3 Eu1 O6.99,6.9
H100 Al16.6 Ca7.7 Na0.3 O194 Si55.4,2.08
K1 O7 Si2 Ta1,4.22
Cs5 In1 P4 Se12,4.2
As2 F12 N2 S2 Se1,3.18
Mn2 O8 Sr1 V2,4.22
Nb0.33 Os0.67,16.92
C2 H3 K1 O3,1.84
B6 P1,2.6
La0.63 Nb0.08 O3 Ti0.92,5.31
Ga0.5 Gd1 Ge0.5 Mn1,7.65
Ge5 La2 Ru3,8.46
In2.66 Te3.99,5.81
Ba2 Cu2.5 O7 Pd0.5 Y1,6.56
In1.15 Mg1.85 Na1.85 O12 P3,3.71
Al1 K0.113 Na0.875 O4 Si1,2.64
H1 Ca0.18 Mn1.82 Na1 O9 Si3,3.44
Al2 Si2 Y1,3.33
C2 H6 Ba1 N10 O3,2.57
Al16 Ru7 Zr6,5.88
Br3 Cs1 Cu1,4.68
H3.291 Al7.239 B3 Ca0.487 F0.709 Fe0.111 Li1.287 Mn0.363 Na0.435 O30.291 Pb0.022 Si6 Ti0.003,3.11
Co1.73 O4 Sb0.67 Zn0.6,6.06
Fe2 Ga1 Ni1,8.26
Ga0.66 Ge5.34 Mn6 Sc1,7.18
O8 V3 Zn1,3.85
H4 Ca2.25 O8 Si3,2.09
H11 B9 N4,1.15
Al0.17 Ca0.812 Fe0.075 Mg0.939 Na0.174 O6 Si1.83,3.29
Cl5 Cs3 Hg1,3.98
B1 Co1 Fe1 O4,4.67
Al0.121 Ca0.828 Cr0.023 Fe0.072 Mg0.89 Mn0.001 Na0.102 O6 Si1.962 Ti0.002,3.32
C4 H16 Bi1 Cl5 N2,2.21
Ge1 Ir1 Y1,10.61
Co1 F1 Li2 O4 P1,3.42
Co1 O4 Sm2,8.32
Cu3 O2 Se2 Sr2,6.22
C6 H9 B1 F1 N3 Si1,1.17
In1 Na1 S1.5 Se0.5,4.36
H12 Ni1 O10 S1,2.08
N0.844 V1,6.06
C6 H6 Ag3 Cr1 O15,3.04
Al1 Cs1 O6 Si2,3.2
C10 H16 Fe1 K1 N8,1.41
Pr3 S7 Sb0.33 Si1,4.6
Cr3 Cs2 F12 K1,3.9
Fe29 Si5 Y4,6.82
Ca0.6 La0.4 Mn1 O3,5.51
Li2.946 Nb1 Ni2.054 O6,4.98
Ba2 Cu2.75 O6.73 Pr1,6.51
Mg2 Rh1,4.86
Nb1.2 S2,5.11
H4 F2 K2 O10 S2 Zr1,2.89
La3 N1 Se3,6.02
H3.094 Co1 Na0.342 O3.428,3.05
Cl17.742 W6,5.24
Cr0.3 La0.4 Mn0.7 Nd0.3 O3 Sr0.3,6.54
Au4 Ga3 Sr1,11.69
H6 Cl14 Cs2 Mo6 O3,3.38
Cr1 N1 Nb1,7.82
H2 Bi1 Cl1 Cu1 O7 Se2,4.89
Ba0.87 Ca0.13 O3 Sn0.19 Ti0.81,6.06
Ir2 Se15.555 U6,7.76
Al1.96 Bi2 Ga2.04 Se8,5.53
La0.63 Mn1 O2.89 Sr0.37,6.32
Nd1.044 Sc3.956 Si4,4.05
C5 H9 N2 O8 Y1,2.09
Co2 N4 Sr5,4.34
H2.28 O7.98 Ti3.42,3.56
Ag0.8 Bi0.9 Nb0.2 Sb0.1 Se2,7.81
Mg3 Mn1 Ni2,4.22
B2 Ca1 O4,2.72
O3 Pb1 Ti0.399 Zr0.601,7.98
Ti0.013 V0.987,6.24
Co17 Tb2,8.94
Lu2 Ni12 P7,8.21
Cs1 Li1 Mo3 O10,4.29
As1 Pa1,10.66
H3 Cu2 N1 O6,3.4
Ga2 Na2 Se6 Sn1,4.19
H93.24 Al18.77 Ca4.74 K0.66 Na2.88 O154.62 Si35.23,2.06
Ba0.746 Ca0.1 O3 Sr0.15 Ti1 Y0.004,5.72
H146 Al26 Na2 O137 Se8,2.11
H8 Al6 Br0.26 Na5.44 O28 Si6,2.15
C13 H10,1.2
Ba1 Ga1 O7 Sc0.82 Y0.18 Zn3,5.54
H3.04 K0.12 Mn0.77 Ni0.23 O3.52,3.95
Al16.44 Ca1.18 K1.5 Na8.96 O144 Si55.56,2.14
Ba1 Cu1 O2.07,5.72
Ce0.5 La0.5 Ni5,8.49
Ga1 Li0.642 Na0.358 O6 Si2,3.81
H0.192 K0.952 N1.048 O3,2.05
C2 F16 N1 O2 Sb3,3.35
O7 P2 W1,4.73
Ba0.64 Ca0.72 Cu2 Hg0.7 O8 Sr1.64 Tl1.3,7.27
Al9 Ba1.74 Ca3.26,2.97
Al0.03 Er1 Fe0.97 O3,8.06
Bi2 Gd1 Li3,7.26
Fe1 Na2 S2,2.67
Ca1.17 Ge1 Mn0.83 O4,4.01
Fe0.5 O8 P2 Sb0.5 Sr1,3.91
Fe1 Nb1.69 O6 Ta0.31,5.82
B7 N1 Ni3 O16,3.87
Ag1 Li0.33 O2 Ru0.67,6.99
Cl2 O4 Pb1,5.04
Pb1 S3 Zr1,5.55
Nb0.018 O2 Pt0.013 Sn0.969,7.05
As2 Cu1 Sm1 Zn1,7.08
Dy0.4 Gd0.6 Ni1,8.9
Fe2 Hf1,11.12
Al20 Cr2 Eu0.938,3.41
Mg0.98 Mn0.01 Na4 O12 W3,4.99
Tc1.5 W0.5,13.46
Nb2.66 S3.99,5.17
As3 Ca1 Cr0.84 Fe3.16,6.11
Ag1 Li2 Mg1,3.36
C24 H92 N6 O49 W12,3.08
Ca1 O3 Ta0.5 Y0.5,5.57
Cu3 Ge0.5 Sb0.5,8.51
Li4 N3 P1,2.4
Cu1 Na1 O1.86,4.21
Eu1 K1 Mo2 O8,4.9
Fe0.75 Ni0.25 O6 Sr2 Te1,6.09
B0.25 Fe1.7 Tb0.1,6.37
K2 O8 Rb1 Tb1 V2,3.84
Li1 P3 Si2,2.17
As0.2 In1 P0.8,4.98
K2 O16 V8,4.26
Se5 Th2,8.47
As3.84 Cu26 S32 Sn2.16 V2,4.61
H1 Bi1 O7 Sr4,5.79
Cr0.969 S2 V0.735,4.33
Cr0.855 S1,4.26
Ho3 Ir4 Si13,8.29
C3 Dy2 Ni22,8.91
H10 Ca1 O15 V4,2.48
H50 Na10 O135 S5 W30,4.75
Br9 Cs3 Sb2,4.29
Bi3 Ca5,5.3
H8 Li3.13 N4 Na0.87,1.2
C0.17 H3.4 Al0.17 Cr0.17 O3.21 Zn0.66,3.0
C2 Mn1 N2 S2,2.23
Sn2 Tb1,8.53
H64 Ca6 Ga2 O50 S3,1.88
C1 B3 Nb3,7.32
Na2 O9 P2 Sr1 V1,3.59
B2 Ba1 Be2 F2 O6 Zn1,4.43
K2 Li14 O14 Pb3,4.59
H10 F6 Ge1 N2 O1,2.11
Ga0.88 Mn1.12,8.8
Al0.55 Cu0.45 Dy1,7.51
C2 Br2 N3,2.8
Fe0.2 Li0.928 Mn0.8 O4 P1,3.51
P3 Tc1,5.22
Ga5.07 La3 O14 Si0.93,5.77
Ce0.55 O1.775 Yb0.45,7.9
H2 Ba4 O25 Si4 Ti6,4.41
Ag4 Sc1,9.0
H1.66 Ga1 O6.83 Rb1 Se2,3.8
C12 Co2 Mn3 N12,1.74
Ca5.45 Li0.3 O28 P7 Sr4.9,3.6
Co0.1 Fe0.9 Nd0.2 O2.6 Sr0.8,5.67
B3 Ir7 Zn5,15.17
Br1 Ca1.52 N1 Sr0.48,3.8
H2 O9 S2 Zr1,2.86
Al1.14 La9.71 O26 Si4.86,5.38
Cu0.3 Fe2 Mg0.2 Ni0.5 O4,5.24
In1 Tb2,8.61
Al2 Eu0.02 O4 Sr0.98,3.59
H3.7 Cr2 Zr1,5.79
Ni2 Se1 Ta1 Te1,8.9
C1 H7 N7,1.53
Lu2 Ni3 Si5,7.62
Cu5 O10 P2,4.64
Bi2.29 Gd5 Ni0.71,9.44
Hf3 Si2,10.95
Cr0.5 N1 Ti0.5,5.79
Gd0.25 La0.26 Mo1 Na0.49 O4,5.03
C1 Cu1.85 Fe0.3 O10 Sr4 Tl0.85,5.71
Cu7 Hf6 Zn16,9.82
Cr0.94 Si2 Ti0.06,4.91
H68 Al2 B1 Ca6 O50 S2,1.8
Mo0.4 Nb0.6 Se2,6.7
Nd0.8 Ni1 O4 Sr1.2,6.44
Li0.33 Mn0.5 Ni0.5 O2,4.5
Bi0.04 In0.96,7.48
Ca0.82 Cd1 Sb2 Yb1.18,6.72
Co0.3 Cr0.7 Dy1 O3,8.05
P2 Th1,7.65
Gd1 Mn12,7.62
Ba5 Fe4 O15 Pr2 Sr1,6.13
Ag1 O6 Os2,7.27
Cr0.78 In1.22 Mn1 S4,4.22
B2 Pb2 S5,5.52
Ba1.6 O6 Sr0.4 W1 Zn1,7.53
Cu1 I1 P4 Se4,3.78
Br3 Mn7.5 O10,4.73
Ca2 O7 Te2,4.83
Cs1 Dy1 Mo2 O8,5.33
Al9.75 Ni0.94 Ru2.06,4.46
C2 Ge2 La5,5.84
Co0.4 Si1.6 Sm1,6.22
Al79 Cu16 O384 Si113,1.39
Hg1 Ho1,12.52
H3 O11 P1 Se2 Zn3,4.04
Dy0.05 Li3 O12 Te2 Y2.95,5.31
Ag2 O4 Ru1,6.89
Ca0.2 Cr0.2 Mn0.8 Nd0.2 O3 Sr0.6,5.79
H77 Eu3 Ge2 K2 O114 Ti6 W18,3.89
Co2 Ge2 Sm1,8.44
Gd1 Li1 O8 W2,7.2
Nb4 O31 W7,6.2
Al1.9 Ga0.1 O3,4.14
Ca9.2 Li0.2 O28 P7 Y0.8,3.13
Cr0.333 Mo0.333 V0.334,7.98
H1.91 Al2.83 F0.09 Fe0.14 K0.92 Mg0.02 Na0.08 O11.91 Si3.03,2.86
Fe1 Mn1 Y1,6.39
La1 Mo0.2 Ni0.8 O3,6.94
Ba1 O10 Pr2 Ti3,5.75
P1 Sb3 Zr5,7.85
B2 Fe1.16 V1.84,6.31
B1 Ho1 O3,6.78
Ga3 Pd7,10.94
Dy1 P1 Pt1,11.47
O7 P2 Sr1 Zn1,3.91
Al1 Eu1 F5,5.08
Be1 Ca1 O5 Y2,5.04
Fe0.01 Ga0.99 La1 O3,7.22
Al1.06 Mg0.94 Nd1,4.89
Ba1 La1 Li1 Mn0.001 O6 W0.999,7.18
Cd1 Pb1 Yb1,10.12
I6 O18 Tl4,6.36
Ba0.255 Ca0.745,2.26
Na1.164 O8 V3,3.34
C6 Cr19 W4,9.49
Au1.3 In1 Pd0.7 Y1,11.04
Al0.075 Rh0.925,11.55
S2 Sc1.37,3.02
C2 In1 N4 Na1,3.48
O14.16 Rb23.28 Sn7.72,3.95
H2 K1 Li1 Mo1 O5,2.82
Hg3 Yb1,13.6
N1.31 O1.69 Sr1 W1,8.37
Al1.19 Mg0.285 Na0.684 O4 Si0.79,3.89
Fe2.711 O4 Si0.289,5.06
Li4.5 Nd3 O12 Sb1.5 Te0.5,5.96
O8 Pb3 V2,7.14
Co1 Si1 V1,6.29
Ba1.44 Co3 K0.56 O8 Y1,6.16
Lu6 O12 W1,9.92
H2 Al0.1 Ba1 F6 Fe1.63 K1 Mg6.27 O24 Si8,3.39
B1 Fe13.5 Nb0.5 Nd2,7.78
Ag0.8 Ba1 Na3.2 S7 Sn2,3.55
Be21 Pt5,7.69
H16 As4 O20 U1,3.41
Ba1 O8 V3,4.29
B3 Cs1 Ge1 O7,3.54
Gd1 Zn5,7.6
Al1.944 Fe0.836 Mg0.206 Mn0.001 O4 Ti0.001 V0.003 Zn0.008,4.15
H14 In2 N2 O12 P2,3.53
S1 Se1 Sn1,5.27
