formula,target
Ba2 Ca0.094 Cu3 Gd0.794 O6.863 Pr0.094,6.82
Mo0.25 Ni3 O6 Te0.75,6.27
Nb1 Se2,6.44
H19 Cl9 Np7 O22,5.06
H1.579 Ca20.21 O55.996 P13.999,3.0
Ce0.84 Ho0.1 O1.92 Sr0.06,7.07
Li1 Te2 Tm1,6.44
In1 Li1 O4 Si1,4.6
Ag1.15 Al1.85 Sm1,6.74
Ba1 Zn2,5.62
Cd0.05 O1 Zn0.95,5.76
H20 Cl12 N22 Nb6 O2,2.66
Bi12 Cl15.53 Cu22.46 S21.48,5.6
Al0.4 Bi0.8 Fe0.8 O3,7.4
Cu1 Eu1 S3 Sc1,4.98
H1 Eu1 O12 P4,3.32
C1 H58 Ca3.54 O69 V15,2.42
As2 Ni0.75 Zr1,7.5
Ho1 Li1 O12 P4,3.68
Cu0.7 Fe0.3,8.44
Be2 Ce6 Cr2 S14,4.52
Cu1 O3 V1,5.38
C1 Fe1.5 Ta3 V1.5,12.36
K2 O17 P4 V3,2.89
La1 Mn3 Ni2,6.82
Gd1 Mn1 Ni1,9.28
Bi1 Fe0.6 O3 Ti0.2 Zn0.2,8.28
Fe0.031 Mg1.601 O4 V1.368,3.9
Al1 O8 Rb1 Ti3,4.27
Al64 Mo24.737 Ti15.263,4.91
H16 Na2 O140 Sb8 W36,3.04
Cr2.88 Ru1.12,8.52
H2 Ce1,5.43
Cu0.21 Ga0.05 La0.2 Ni0.74 O4.152 Pr1.8,7.09
S17 U8 V1,7.21
H0.64 Al0.7 Ca1.18 F1.36 Fe1.5 K0.32 Li0.02 Mg3.28 Mn0.05 Na1.33 O22.64 Si7.37 Ti0.08,3.19
Cu1 Sc1 Se2,5.39
Ce1 K3 P2 S8,2.6
Al0.4 Er1 Fe1.6,8.88
Al10.081 Ba0.022 K1.875 Mg0.919 O17,3.42
Ir1 P1 Sc1,9.8
As2 Hg6 O8,9.03
Hg1 P14 Sn1,3.73
Cd1 Co1 Tb4,8.78
Co0.2 Mn0.8 S1,4.17
La0.7 Mn1 Nd0.1 O3 Sr0.2,6.6
H28 Cd2 Na2 O32 P6,2.37
Cr1 Dy1 Ge6 Mn5,7.95
Cl1 N1 O4 S1,2.13
Ba1 Nb0.98 S3,4.63
Bi0.5 F1.5 O0.5 Pb0.5,7.98
C4 H8 Ba1 N4 O4 Pt1,3.13
Cl2 O5 Pb3 W1,7.82
Se8 Tl0.84 V5,6.46
Bi0.883 Ca0.117 Fe1 O3,7.96
Ba1 Co0.8 O2.33 Y0.2,5.62
Ba1 F4 Zn1,5.17
As6 Co7 Na4 O24,4.36
Al2.203 Mg0.696 O4,3.6
H72 Co8 I6 Na2 O70,2.86
Cu0.063 Mg0.4 S4 Zr2,3.89
Au1 Ca1 Ga1,7.97
Ge1 Pd1 Y1,7.77
Ba5 Er8 O21 Zn4,8.16
Ba7.59 Ga15.07 Si30.88 Yb0.39,4.29
Ce0.5 Ge2 La0.5 Pt2,11.76
B2 Ce3 N3 Ni2,7.68
Co2 In1 U2,12.64
Al0.8 Cu0.1 Fe1.9 Si0.2 V1,6.71
Al1 Ce1 Pd2,8.12
Eu2 I5 Rb1,5.29
Ca0.082 Mg0.061 Mn4.857 O15 Si5,3.74
La1 Mo6 S4 Se4,6.57
H1.48 F0.52 O1.48 Zn1,4.43
Ho1 Os2 Si2,12.22
Ca16 Sb11,3.87
Ag0.9 S0.2 Se1.8 Sn1.1,6.84
Ca4.5 N4.5 O15.5 Si7 Y2.5,3.44
Ge2 Ho1 Ni0.64,8.59
O1.99 Sc0.02 Zr0.98,5.76
Ca0.8 Cu2 O7 Pb0.5 Sr2 Tl0.5 Y0.2,6.4
Cd2 Rb5 Tl11,7.58
C0.2 Cu1 Mn3 N0.8,6.72
Pb3 S15 Sb8,5.19
Al0.8 Li0.8 O4 Si1.2,2.38
Al6 Cl1.02 I0.98 Na8 O24 Si6,2.45
La1 Ni1 Sb3,7.67
H43.44 Al7.42 Na7.36 O69.72 Si16.58,2.02
Cs1 Nb6 S8,5.84
Ba1 N2 O2 Si2,4.53
H4 Al1 F6 Mg1 N1,2.46
Ba2.89 Ca0.11 Ge4,5.31
Bi1 O8 P1 Rb2 W1,5.3
C10 H9.4 N2 O20.7 U2,2.37
H12 Cu1 Mn2 N4 O8,2.33
H2.382 B1.58 Be2.241 Ca1.992 Er0.135 Fe0.784 O20 Si4.18 Y1.873,3.67
Al4 Ce1 Ir1 Si2,5.74
Mo1 Nb1 O4,6.13
Ba2 Cu3 O7 Pr0.5 Yb0.5,6.98
H3 Mn2 Mo2 Na1 O10,3.75
Ce4 N2 Te3,6.5
Ca2 Cu3 Ga1 O9 Sr2,5.06
Ge1 Ir1 Mn3,9.83
Cd1 S0.15 Te0.85,5.78
Ca0.5 Cr0.01 Mn0.99 Nd0.5 O3,5.89
Fe0.75 Ni0.25,8.01
Ba1 Dy2 O5 Pd1,8.59
C5 B4 Ce5,6.08
Ag0.1 Al0.9 Li1,2.17
C11 H26 N1 Nd2 O21,2.24
Na0.7 Ni0.35 O2 Sn0.65,5.23
K0.73 Li0.27 O3 Ta1,6.9
C4 H16 Cd1 N8 O12 Re2,2.95
Fe0.4 Mn0.3 Na1 Ni0.3 O2,4.49
H3 B4 Ba1 Ga1 O10,3.35
As2 Cu1.24 La1,7.2
Gd7 Ni2 Pd1,8.35
Hg2 Yb1,13.0
Fe1 La6 S14 Si2,4.36
Cu0.19 Fe0.78 Sb1 V1,7.64
Ca0.901 La0.198 O3 Ti0.901,4.41
Al2 Cd0.25 Ni0.75 O4,4.72
H2 As2 Cs1 Fe1 O8,4.05
H7.174 Ge7 O19.087 Rb3,3.87
F30 O6 Te7,4.11
La2 Mn0.2 Ni1 O6 Ti0.8,6.65
C1 Cr0.4 W0.6,12.9
Al1 Co2 Ho6,8.69
Eu0.1 N8 Si5 Sr1.9,3.98
H8 Cl6 N2 Sn1,2.41
Co1 Ni1 V6,6.8
Ba4 Ca0.9 Mn3.1 O11.5,5.5
Ag0.23 Ge0.54 Sb0.23 Te1,6.77
H7 Ca0.86 Fe1 Mn1 O12.5 P2 Zn0.14,2.87
H2 Cl4 Ni5 O16 Se6,3.77
H16.16 Ca4 F0.84 K1 O28.16 Si8,2.38
Cr2 F5,3.67
H4 Na2 O7 Te2,3.52
Cu0.32 Ga0.84 In1.74 S4,4.39
H4 Cl3 Hg1 Na1 O2,3.43
Ge0.733 Li0.133 Sb0.133 Te1,6.12
H1 As1 Ca1 O4,3.54
Li0.48 Ni0.52 O1,4.86
C6 H18 Co1 Cr1 N12,1.57
B1 Ir6 Zr2,17.61
H37.24 Al56 Na54.91 O402.62 Si136,1.45
Bi1 Mn3,4.8
B3 Cd4 Eu0.6 Gd0.4 O10,6.1
Al1.4 Er1 Mn0.6,6.82
Al1.88 Fe0.75 Mg0.29 O4,4.06
Be13 Lu1,3.69
Cu1 Nd1 O2,5.86
La0.307 Y0.693,4.99
B2 Ti0.9 W0.1,5.42
Cr3 N1 Rh1,7.86
C1 Cr2 Ge1,6.84
I12 Mn1 Tb7,6.22
H9 Be2 O9 P1,1.8
Ag0.75 Al3.25 Eu1,4.99
K1 O2 Y1,4.11
O4 Se2.83 Y4,5.46
Li3 O4 Ta1,5.87
Br4 Cs2 Hg1,4.64
Ag1 N2 Na1 O4,3.19
K1 Na3 O5 W1,4.08
Er1 Rh3 Si2,9.52
Ag1 Ga1 Li2,5.11
Ca0.67 Cl1.24 Cu2 O4.76 Sr2.33,4.79
H58 Al8 Na4.8 Ni1.6 O125 Si40,2.16
In1 La2 Pd2,8.19
Mo6 Nd1 Se8,7.3
Ta1,16.63
B1 S3 Sm1,4.38
H4 As4 Br1 N1 O6,3.73
H40.8 Al4.2 Co1.5 K0.2 O92 Si31.8,2.07
Ba0.15 In1 La0.85 O3,7.17
Bi0.6 Ca0.4 Mn0.9 O3 Ru0.1,7.2
Fe1.5 Ni1.5 Si1,7.25
Gd5 Pb4,10.12
N1 O1 Ta1,10.8
Fe1 K3 O4,2.87
N7 U4,11.62
Cu1 Sc1 Sn1,6.63
C4 H12 N2 O11 V1,1.86
Ga0.34 Hf1 V1.66,9.48
B3 F3 Li2 O4,2.11
S2 Sm1 Tm1,7.39
Ca8.82 Cu24 La5.18 O41,5.49
In2 Pd8 Se1,10.96
Co1 Gd1 Mn1,8.78
Ni0.26 Sb1 V1,7.32
Cr0.6 Fe0.4 Nd1 O3,7.04
H2 Ca0.98 Mg5 Na1.87 O24 Si8,2.97
C12 H36 Cl9 N3 Sb2,1.62
Ge2 La1 Pd1.05 Rh0.95,8.76
Br4 Sn1,3.74
Ag0.01 Cu0.99,8.96
F1 Mo1 O4 Pr1,5.15
Ni3 Te2,8.23
Gd1 Pt0.94 Zn1.06,11.53
Ba3 Cu2 Ho2 O10 Pt1,7.89
Al0.5 Ni0.5,6.79
O8 P2 Sr1 Te1,4.02
H19 Al2 O18 P1 S1,1.94
N1 O11.55 Pr4.7 Si3,5.52
Co0.2 Sn2 Tm1,9.11
I3 K1 O11 U1,5.25
Al0.17 W0.66 Zr0.17,14.79
Bi1 O5 Pb1 V1,7.32
Fe2 Na3 O12 P3,3.34
Ce9.852 S16 U1.236,5.71
H6 O6 P3 V1,2.11
Cd0.013 Pb0.987 Te1,8.23
H1.5 Ca10 F0.5 O25.5 P6,3.16
Al5 Fe14 Sm12,7.85
H4 O26 Si10 Ti2,1.77
Co1 O1,6.45
Bi1 Cu1 Pb1 S1.77 Se1.19 Te0.04,7.54
Ce0.4 Gd0.2 O1.81 Zr0.4,6.79
Dy1 Ni0.5 Si1.5,7.09
Co2 Ge1 Li1,7.18
Ca0.5 Ni1 O6 Sr1.5 W1,6.74
Fe2 O5 Ti1,4.37
C5.5 H17.5 N8 O3 Pb0.75 S4,2.09
Mo1.04 O5 V0.76 W0.2,4.64
B4 Cr2.5 Nb3.5,7.19
Pb1 S2 Sn1,6.54
As2 F18 N6 Ni1 S6,2.57
H1.47 Mg0.86 Na0.17 Zr0.27,2.15
As1 Li1 O4 Rb2,3.9
Ba2 Bi1 O6 Tb1,7.68
Ba0.1665 Ca0.1665 La0.667 Mn1 O3,6.35
K0.145 Mn1 Nd0.855 O3,6.72
Ca0.39 O3 Pb0.61 Ti1,6.61
K1.012 O22 P2 W6,6.08
Bi1 Ce1 Pt1,11.42
C2.568 H7.704 Ga2.67 Ge1.33 N1.712 S8,1.31
C4 H10 K5 O17 Sc1,2.11
C18 Co6 O16 S3,2.13
Pd16 S7,8.91
Cd0.8 O4 Sn1 Zn1.2,6.66
C28 H58 N4 O10 U1,1.46
Mn1.5364 Ni1.9332 Sn0.5304,8.18
H3 B1 Ga1 Li1 O5,2.33
Ge1.5 Pd0.5 Yb1,8.84
C0.5 Fe3 Ga1,7.91
Co1.4 Gd1 Ni0.6,9.63
H0.28 Ca1.363 K0.73 Na0.637 O20 Si8 Th0.806 U0.099,3.36
Au2 Ba1 P4,6.89
Ca0.5 Cu2 La0.5 O7 Sr2 Tl1,6.79
Ag6 Ge2 O7,6.91
In1.86 Mn1.14 Se4,5.57
H1 Cl1 O1 Pb1,6.21
Li0.35 Ni1.05 O2,4.81
Gd1 Ru1 Si1,8.29
Cu0.67 Pt1 Sn0.33,15.87
Ca0.7 Mn1 O3 Sm0.3,5.47
Ce11 In9 Ni4,7.48
H4.06 As0.94 Cu1.125 K0.0625 O5.515,3.26
Ce2 Ge2 In1,7.16
Ca1 Nd2 S4,4.88
As3 Cs6 In1,4.74
Cu0.57 In1.977 Se3.6,4.77
Er5 Ni0.48 Sb2.52,9.25
Hf1.064 Mo0.936 P1,11.05
Fe1 O2.752 Pr0.5 Sr0.5,5.99
Cu0.24 Li0.76 Nb1 O3,5.01
As6 Mg4 Rh7,7.94
C1 Mg23 Pr6,3.09
Co0.7 Fe0.3 La0.7 O4 Sr1.3,6.06
Nb6.7 O47 W10.3,6.12
Ba2 Ca0.815 Cu2 O6.61 Rb0.146 Tl1.039,6.72
B5 Na3 O10 Zn1,2.67
H4 O4 P2 Zn1,2.52
C12 H21.5 Al4.5 N2 O44 W8.5,3.43
Ba1 Mn1 O2.83,6.01
F6 Gd2 Nd2 O3,7.17
Au7.97 Ba2 Zn1.03,13.12
Au1 Ga7 La2,7.83
Ba2 Cu1 In1 O4.2,6.09
H4 Al3.93 Fe0.65 Mg0.54 Mn0.88 O14 Si2,3.49
Fe0.5 O12 P3 Sb1.5,3.75
H9 F3 N2 O5 S1 Te1,2.58
Be3 Na6 O18 Si6,2.68
Ce0.5 Cu2 Nd1.5 O9 Pb0.5 Sr2.5,6.59
Fe4.25 Li1 Mn0.75 O8,4.76
H32.8 Al2 O28.4 S3,1.76
H3 Al0.84 As2 Ca1 Fe0.08 Mg0.82 Mn0.26 O10,3.79
Co1 F1 Li1 Na1 O4 P1,3.45
Hg1 Pd1 Sm1,11.65
Bi5 O30 P8 Rb5,4.97
H1.88 Al1.72 Fe2.38 K1 Mg0.11 Mn0.03 O11.88 Si2.55 Ti0.04,3.2
C15 H97.2 Al6 Cs0.8 N5 O122 Si42,1.82
Bi4 Br2 Ru1,8.45
H3.35 Al7.17 B3.026 Ca0.049 F0.542 Fe0.891 K0.008 Li0.648 Mg0.105 Mn0.15 Na0.82 O30.458 Si5.87 Ti0.015 Zn0.15,3.14
Ca1.4 Fe1 La0.6 O6 Re1,6.71
Fe1 Si3 Tm3,8.12
Cr2 I1 O4 P1,4.39
C0.755 Ba2 Cd0.21 Cu1.04 O4.105,5.44
Al1 B2 Ir5 Mg2,13.83
C9 Bi1 Co3 O9,2.73
Ag12.36 Al8.64 Eu3,7.15
B1 Fe14 Lu1.6 Sc0.4,8.13
Ba1 O4 Sc2,4.93
H2 Al2 Be4 Ca4 K2 O61 Si24,2.45
Co0.5 Gd1 Ni0.5,8.63
Ba2 Co1 O6 Ru1,6.65
C1 Ni1.5 Ta3 V1.5,12.37
Cr0.95 Ta0.05,7.88
Ce0.95 Cu2.75 O8.86 Sr2 Y1.3,5.79
Ba4 Cu3 Dy1 O9.09,6.53
Pd20 Sb7,11.34
H3.68 Al0.9 Be5.1 Ca4 K2.37 Na0.48 O61.84 Si24,2.58
Mo1 Na2 O8 P1 Yb1,4.29
Er6 Ge2 Mn1 S14,5.83
Ba1 Cd2 P2,5.55
Ga1 La0.83 Nd0.17 O3,7.29
Ca2 O4 Sn1,4.8
Au0.974 Ge0.026,18.95
Ba0.76 Ca0.04 Ce0.02 K0.04 La0.1 Mn0.03 Na2.12 O8 P2 Sr0.88,3.89
La0.14 O4 Pb0.83 W1,8.14
Fe0.961 V0.039,7.82
Al0.6 Co1.4 Sc1,5.4
Ir2 Na2.8 O6 Zn1,7.63
Ba1 Co1.5 Nd1 Ni0.5 O5.556,6.97
O6 Ru2 Sr1,5.21
Co3 In0.51 S2 Sn1.49,7.21
As4 Ca2 F2 Fe4 K1,4.87
Cu1 Eu1 O1 Se1,7.63
Dy1 La1 Pb1 S8 Si2,4.46
Ca1.3 O9 Si3 Sr1.7,3.6
Fe1 V1 Zr1,7.0
H24 Cl1 Co1 Mo1 N6 O7,1.97
Co0.2 Fe2 Ni0.8 O4,5.41
La0.875 Mn0.96 O3.024 Sr0.125,6.49
Sb2.2 Se0.8 Ti5,6.49
Cu0.951 Zn0.049,8.92
H2 Ce1 N5 Na2 O16,2.65
Ba1 Ca2 O18 Sc5 Yb5,6.48
Ce0.9 La0.1 O1.95,7.06
H0.886 Al1.981 Be2.69 Cs0.111 Li0.632 Na0.195 O18.443 Si5.922,2.76
Ni7.5 Si3.5 U1,8.83
H32 Ce4 Mo29 N3.33 O170.5,2.72
H10 As4 Ca1 Cu10 O34 Te4,4.5
N2 O1 Si2,2.82
Al4.8 Cs1.1 O96 Si44.8,1.56
Co0.32 Fe0.84 Mn0.84 Zr1,7.71
Co3 Er1 Ga2,8.91
Ge0.24 O3 W1,6.79
Nb0.225 S2 W0.775,6.99
H16 B20,1.12
Ba1 Mo2 O14 P4,4.1
In1.91 O3.03 Sn0.09,7.12
Mo4 O15 Tb2,4.65
Ca1 Ir2 O9 Sr3,6.99
La3.82 Mg1.18 Ni19,7.87
H14 Br1 K4 O23 P8 Pt2,2.91
O2 Rb0.28 Si1,2.48
Nd5 Sb1.8 Si1.2,6.98
H8 N3 Nd1 O13,2.52
N1 O4 Ti2.85,3.93
Ba1 O3 W0.333 Y0.667,6.59
Al2 N4 Sr3,4.38
Ba3 Cu2 Fe2 O5 Se2,6.46
Ba0.94 Cd0.14 Sb2 Sr0.06 Zn1.87,6.14
Al2 Ca1 Se4,3.9
Gd0.96 Ir1 Na1.04 O4,8.67
Ce0.2 Cu1 Nd1.8 O4,7.39
La5 O7 S6 V3,5.42
Fe1 Nb2 Se4,7.09
Bi0.95 Fe1 Gd0.05 O3,8.32
Ba1 Pb1.5 Tl1.5,9.67
C6 H12 N10 O6 S1,1.76
C1 N1 O1 Rb1,2.85
Cu1 Ga3 Lu2,9.25
Fe1 Ge2 Li0.8 Na0.2 O6,4.54
H20 Mg1 N2 O14 Se2,2.06
Mo1 Nd1 O8 Re1,4.98
Au0.99 Tb0.01,19.25
In1 Pd1,10.71
Pd1 Zr2,8.06
Ca2 P2 S6,2.54
Al0.25 Fe0.25 V0.5,5.85
Mn3.13 O13.956 Sb2.88 Y1.99,5.82
Au0.053 Zn0.947,7.96
Mg1.9 Mn0.1 Si1,2.05
Ba0.625 Ce0.9 O3 Pr0.375,6.16
H2 Al15.44 Fe2.18 O32 Ti1.2 Zn3.18,4.23
Ca3.28 Cu13.692 O23.384 Sr4.4 Y0.32,5.16
Al2.405 Mg0.391 O4,3.62
Pd20 Te7,11.2
C0.29 Al1 Ni3,7.23
B4 O7 Rb2,3.25
Ce0.88 O1.9 Sr0.08 Y0.04,6.82
Co5 Nd0.25 Sm0.25 Tb0.25 Y0.25,8.36
Ba1 Co1 Fe0.667 O8 P2,4.45
Ce2 Rh12 Si7.11,8.97
Al28 Ir9,6.95
Mn3 Pr2 S12 Sb4,4.67
Bi1 Ca8 O28 V7 Zn1,3.62
In1 Pd0.98 Sc1,7.52
Be1 Co1,6.34
H2 O16 Se3 Th3,5.91
Bi4 O12 P2 Zn1,7.21
Mn1 P1 Pd1,7.45
B12 Mo3.46,5.15
Ag0.34 Cu1.66 Sm1,7.85
Fe0.73 Mn2 Mo1.27 O6,5.73
Cd0.06 O3 Pb0.94 Ti1,7.84
Ce0.28 Ga2 Li0.72,4.37
Al2 Cd2 Cl8,2.81
Mn1 Pd2,9.83
C1 H5 Eu1 O7 P1,3.17
B6 Ba8 Eu1 N12,5.11
Nd4 S12 Si3,4.19
Ca0.96 Ga2.25,4.66
O4 Sn0.62475 Ti0.12525 Zn2 Zr0.25,6.08
Bi2 Mn2 O13 Se4,5.84
Al2 O7 Si1 Sr2,3.8
Na1 Se2 V1,4.63
In1 K1 P2 S7,2.69
H4 Au2 Cl8 O2 Zn1,3.78
Ga1 O4 P1,3.57
K2 O14 P4 Zn3,3.18
B2 Pr1 Ru2,8.2
Ca3 Co1.6 Fe0.4 O6,4.47
Cu1 Se2 Tl1,7.13
B0.2 Dy1 Fe1.8,8.85
Ba1 Nb7 O9,7.08
F6 K2 Na1 Sc1,2.84
Ca0.12 Er0.24 F6 Na1.23 Y1.28,4.54
Fe2 K6 O5,2.73
Cu1 Ga1 Hf1,10.47
Re2 Sc1,13.46
Al6 O11 Pb0.67 Sr1.33,4.34
H10 Be1 O20 Rb4 Se4,3.13
Al2 Cl1 K3 O10 Si3,2.43
As2 Cl6 Hf1 Hg4,5.96
H4 Li1 O2 Se2 Ti1,3.15
Ba2 Cu3 O6.89 Pr1,6.63
H8 O13 P2.5 Ti1.5,2.61
Nd0.95 Ni1 O3 Th0.05,7.66
H15 As1 Na2 O11,1.89
Al0.5 F2 K1 Mg2.75 O10 Si3.5,2.85
Ga3 Ni5,8.75
Ca9 Mg1 Na1 O28 P7,3.12
Br8.322 F6.678 Nb6,4.72
Ge0.04 Pb0.96 S0.04 Te0.96,8.21
Mn1.08 Ti0.43 V0.92 Zr0.57,6.49
Pd1 Te2,8.3
Co1 Er2 Si2,8.14
Bi8 Cs2 Se13,6.97
Ba0.15 Ca0.15 La0.7 Mn1 O3,6.37
Ca0.1 La0.9 Mg0.45 O3 Ti0.55,5.88
Fe1.91 Mg0.96 O3.84,4.3
As1 Cr0.95 Ni0.05,7.02
Ga1 Li2 Mg1,2.53
Mg2 Na3 O16 P5,2.66
Cd23 Th6,9.34
C0.05 Hf1 N0.9 O0.05,13.77
C4 H12 Fe1 O6 S4,1.77
Nd1 Ru1 Si1,7.57
H6 Cs3 In5 O36 Se12,4.35
H2.87 Al1.19 Be2.81 Ca4 O28 Si9,2.72
Gd1 Ge6 Mn6,7.88
H7 N1 O6.5 P1 V1,2.55
H2 K1 Li1 Mn2 O12 Si4,3.27
H1 Al3 Ca0.26 O13 Si3 Sr1.74,3.81
Ge7 Nb10,8.44
Co1 F6 Li1 Ni1,4.11
Mo0.33 Re0.33 V0.34,12.49
Al92 K90.1 O384 Si100,1.57
Al1 Cs1 O4 Ti1,3.52
Mn1 O4 P1 Rb1,3.5
Er1 In1.1 Ni0.9,9.72
Bi0.88 Mo0.37 O4 V0.63,6.64
H4 Al2 Li2 O12 Si3,2.18
Cu0.875 In0.875 Mn0.25 Se2,5.57
Ca3.576 Ga16 O32 Pb4.424,5.58
La1 Mn0.6 O3 Sc0.4,6.25
As2 Ba1 Fe1.24 Ru0.76,6.93
Ce3 Ge1.47 Se7,5.99
Ba3 N1.73 O6.27 W2,6.71
Bi1 Co0.5 Fe0.5 O3,7.91
Ge3.09 In6 Nd7 Ni4.91,8.09
O7 Sn0.8 Tb2 Zr1.2,7.41
Os0.9 Pt0.1,22.59
Er6 Ga1 Ni2,9.32
C8 Cl4 Fe2 N3 O8 P3,1.93
Ca9 Sb9 Zn4.5,4.65
Ba2 Co0.207 Cu2.793 O7.16 Y1,6.34
Cu0.31 Fe1 Ni0.69 S2,4.05
Fe1 Ge4 Lu1 Mn1 O12,5.67
B2 Mo0.5 Zr0.5,6.83
Ni4 Sb6.7 Sn5.3 Yb0.58,7.74
C6 Cd1 Cs2 Fe1 N6,3.27
La0.1 Mn1 O3 Sr0.9,5.74
Cs2 Pd1 Sb2,5.54
H1.5 Ni2 Sc1,5.98
As7 Nd2 Ni12,8.53
Ca0.08 La1.4 Mn2 O7 Sr1.52,6.34
H46 Na4 Ni1 O51 V10,2.3
Al1.2 Mg0.6 O6 Si1.8,2.58
S9 Sb4 Sr3,4.24
Ba0.1 Ca0.9 Ga2 S4,3.41
Re2 U1,18.65
Dy0.5 Fe0.5 Mn0.5 O4 Sr1.5,6.13
Co2.8 Gd4 Ge0.2,8.52
Cu1 Na11 O16 S3,2.64
Ag1 Dy1 S2,6.25
Co7 W6,15.34
H43 Mo7 Na7 O46,2.58
Fe1 Na2 O12 V3 Zn2,3.98
C6 H8 Cu5 N6 O4,2.4
Ca0.06 Ga1 O6 Y2.94,5.38
Al1 Na1 O8 Si3,2.62
Cs2 Mo5 O16,4.63
Cu1 Fe1 In1 O4,6.06
H1.99 Al2.11 Ca0.05 F0.01 Fe2.22 Mg3.81 Mn0.01 Na0.27 O23.99 Si6.76 Ti0.04,3.25
F1 K1 O2 Te1,3.98
As1 Ba2 Fe1 O3 Sc1,5.79
Dy0.01 La0.69 Mn1 O3 Sr0.3,6.49
H3.9 Cr1 Mn1 Sc1,4.43
Ce1 Ga3.05 Pt0.95,9.12
Na6 O25 Se2 W6,5.84
Ce4 Eu1 Ge3,6.75
H7 N1 O8 P2 Zn1,2.35
H6 Fe2.828 K0.081 Na0.919 O14 S2,3.07
Al2.36 Tm1 Zn5.64,6.64
H2 Cr1 F5 O1 Rb2,3.79
Cl4 Na2 Ti1,2.44
As2 Ba2 Se5,5.22
Ca0.779 Cu1 O2 Y0.041,4.62
H3 O5 V2,3.53
Bi2.06 Cu1 La0.4 O5.9 Sr1.6,7.34
Nb14 O44 W3,5.02
La0.62 Li0.14 Mg0.5 O3 W0.5,6.57
Cs4 S13 Tc6,4.47
H6 O6 Sr2 Zn1,3.92
O9 P2 Sr2 Ti1,4.19
Ga1 Ge5 Lu1 Mn6,8.17
La1 Mn6 Ni5,7.19
Co3 In0.4 S2 Sn1.6,7.21
Nd0.6 Y0.4,5.96
Cu5 K2 Te5,5.61
Ce2.001 Cu2.5 Ho0.999 O11 Pb0.5 Sr2,6.98
Be1 F4 Sr1,3.84
H21 Ca1 K3 Mo5 O33 P2,2.7
H4 As6 K2 Mo6 Ni1 O31,3.27
Ge1 Th1,9.18
S3 Ta1 Tl1,6.96
Gd1 Pt2 Si1,13.62
Mo6 S8 Yb1,6.07
H19.2 Al5.3 K1.06 Mg1.56 Na1.24 O41.6 Si10.7,2.05
C2 H1 F6 N1 O4 S2,2.15
H2 Ba1 O4,4.2
Ag2 Fe1 O12 V3 Zn2,5.12
Al1.49 Cr0.51 Mg1 O4,3.8
Cl1 La1 Se1,5.61
Th0.33 Zr0.67,7.19
Co2 Ge4 Y3,6.59
B2 Ga1 Rh5 Sc2,8.73
H1 F6 K3 O4 W2,4.41
Cd0.5 Se0.5 Te0.5 Zn0.5,5.91
H6 Be2 Ca1 Mn1 O17 Si5,2.64
H26 Al2 O30 P2 U3,3.52
Ca1 F6 Tb1,4.86
C6 H14 Ge2.03 In1.97 N2 O1 S8,1.95
H1 As2 Fe1 O8 Pb1,5.63
Mo2.675 Ni0.325 P1,9.0
Co1 Cs1 F6 Mg1,4.05
Mo4.6 Ni0.4 Si3,8.11
Au1 La1 Sn1,9.88
Nb0.3 O2 Ti0.55 Zn0.15,4.88
Ce0.5 Cu2 Mn1 Nd1.5 O9 Sr2,6.34
Al5 Cu7 Zr1,6.21
H8 Li1 N1 O8 P2,1.99
C1.1 Fe17 Sm2,7.93
Eu1 Rh2 Si2,7.88
H40 K3 Na7 Ni1 O90 Si2 W20,3.9
Al23 K8 Sn23,3.51
Bi1.3 Eu0.2 Li0.4 Mg0.5 Nb1.5 O6.7,6.44
Li4.02 O6 Te1 Zn0.98,4.65
Fe17 Ho2,8.33
Bi2 Ce0.1 O9 Si0.28 Sr0.9 Ta1.72,8.49
B51.74 V0.8,2.4
Ba2 Cu2 Fe1 La1 O7.4,6.5
B1 Dy2 Fe14,8.07
Cs0.49 Nb1 P1 S6,3.01
Eu2.667 Mo4 O16,5.55
Gd1 Ge2 Ru0.33,8.16
Ca0.15 Fe5 O12 Y2.85,5.12
Ca3 Fe2 O12 Si1.58 Ti1.42,3.89
Mn1 O6 Ta2,8.08
La1 Pb1 S8 Si2 Y1,4.05
Ba0.54 Bi1 K0.46 O3,7.5
H1 Bi3 O10 P2,6.91
O6 Ta1.44 V0.56 Zn1,7.33
Bi1.82 Ca8.18 O26 P6,4.05
C8 H10 K2 Mo4 O22,2.87
C2 Ag1 Li1,3.48
Bi0.3 Fe0.762 O3 Pb0.7 W0.231,8.99
Bi0.05 Mn0.95 O3 Pr0.6 Sr0.4,6.65
S2 Sc1 Tl1,5.69
B1 Ni4 Sm1,8.63
Cl6 Na2 U1,3.24
Pt6 Se19 Zr6.5,7.14
Al1 Hf1 Ir1,13.48
Bi1 Br0.5 Cl0.5 O1,8.02
Cu10.2 Fe1.8 S13 Sb4,4.91
Al56.74 Ir28 Ti35.26,7.88
Co0.6 Fe2 Ni0.4 O4,5.38
Al1 Ba1 Ca1 Ga1 O7 Zn2,4.89
Co1.334 Er1 Ga0.666,9.62
Al8 Fe3.9 Sc1.1,4.28
Ca1.082 Fe1.66 O7 Sr0.382 Tb1.536 Ti0.34,6.17
Co4 Ge6 Mn3,7.89
B1 Mn1.8 Mo0.2,7.56
In0.05 Mn1 Ni2 Sn0.95,8.69
Al1 Nb1 Ni2,7.41
